"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0034250","positive regulation of amide metabolic process","BP",30,3,3,0.423541435179541,0.765018676464944
"GO:0034311","diol metabolic process","BP",28,1,3,0.899297949413799,0.721852821378593
"GO:0034312","diol biosynthetic process","BP",21,1,1,0.821164784967632,0.945797246738179
"GO:0034394","protein localization to cell surface","BP",69,9,7,0.090360967927322,0.806804255723427
"GO:0035627","ceramide transport","BP",14,0,3,1,0.268839622912944
"GO:0042063","gliogenesis","BP",340,33,71,0.121991960480847,2.55176003531123e-05
"GO:0042176","regulation of protein catabolic process","BP",349,18,38,0.98214390185796,0.895068817546276
"GO:0042552","myelination","BP",166,16,35,0.233051095407936,0.00224595853858766
"GO:0042982","amyloid precursor protein metabolic process","BP",73,4,17,0.836025858927768,0.0106977398239056
"GO:0042983","amyloid precursor protein biosynthetic process","BP",13,1,2,0.655367626409966,0.516629686458987
"GO:0042984","regulation of amyloid precursor protein biosynthetic process","BP",13,1,2,0.655367626409966,0.516629686458987
"GO:0042986","positive regulation of amyloid precursor protein biosynthetic process","BP",4,1,1,0.279405988884611,0.425881398911046
"GO:0042987","amyloid precursor protein catabolic process","BP",58,3,14,0.844949884995949,0.0143057153502648
"GO:0043112","receptor metabolic process","BP",77,2,12,0.986350623779186,0.291316336808294
"GO:0043413","macromolecule glycosylation","BP",193,29,26,0.000547738499171801,0.446728260749669
"GO:0043603","amide metabolic process","BP",401,78,49,4.35271784901844e-14,0.69324444436034
"GO:0043687","post-translational protein modification","BP",885,40,65,0.999983521309231,0.999999984360985
"GO:0044092","negative regulation of molecular function","BP",577,41,85,0.77652932071199,0.109951364265515
"GO:0044248","cellular catabolic process","BP",271,46,40,5.22969612583731e-07,0.208768905554931
"GO:0044283","small molecule biosynthetic process","BP",488,78,54,1.07859333799068e-09,0.910404786622121
"GO:0045732","positive regulation of protein catabolic process","BP",195,11,19,0.907634658622646,0.931128116854263
"GO:0045806","negative regulation of endocytosis","BP",64,7,10,0.236360566546583,0.312915098732873
"GO:0045833","negative regulation of lipid metabolic process","BP",92,7,17,0.59257472239227,0.0813215046078322
"GO:0045936","negative regulation of phosphate metabolic process","BP",339,22,55,0.854801338727658,0.0447660269607163
"GO:0045939","negative regulation of steroid metabolic process","BP",24,1,4,0.86017808061521,0.378474085338384
"GO:0046165","alcohol biosynthetic process","BP",122,15,16,0.0555580015562727,0.519391583748669
"GO:0046173","polyol biosynthetic process","BP",54,5,5,0.421241800299701,0.845551692266176
"GO:0046467","membrane lipid biosynthetic process","BP",123,15,15,0.0588874253201649,0.639535872163978
"GO:0046512","sphingosine biosynthetic process","BP",13,1,1,0.655367626409966,0.835368187003256
"GO:0046519","sphingoid metabolic process","BP",20,1,3,0.805878239146507,0.489543463728573
"GO:0046520","sphingoid biosynthetic process","BP",13,1,1,0.655367626409966,0.835368187003256
"GO:0046890","regulation of lipid biosynthetic process","BP",179,23,17,0.013346053968158,0.937857618706241
"GO:0048259","regulation of receptor-mediated endocytosis","BP",128,9,19,0.685034752179876,0.297590465071455
"GO:0048261","negative regulation of receptor-mediated endocytosis","BP",27,0,4,1,0.47020964322496
"GO:0048468","cell development","BP",2591,211,425,0.293680047281261,1.46082818804075e-08
"GO:0048519","negative regulation of biological process","BP",4627,343,653,0.918618446273278,0.00291139993323716
"GO:0048523","negative regulation of cellular process","BP",4472,328,625,0.94489651435267,0.00883600120235555
"GO:0048545","response to steroid hormone","BP",293,35,47,0.00860939778957266,0.0696230615903785
"GO:0048646","anatomical structure formation involved in morphogenesis","BP",1079,83,229,0.603863048189248,3.09280871092188e-15
"GO:0048709","oligodendrocyte differentiation","BP",104,11,27,0.193733617853668,0.0002549506640723
"GO:0048869","cellular developmental process","BP",3734,302,626,0.291418876627332,5.3872868444705e-15
"GO:0050435","amyloid-beta metabolic process","BP",60,6,16,0.332556976691005,0.00326739070779893
"GO:0051051","negative regulation of transport","BP",392,44,59,0.0105678508463885,0.120776918913221
"GO:0051055","negative regulation of lipid biosynthetic process","BP",52,4,3,0.592724786214004,0.972113866627431
"GO:0051129","negative regulation of cellular component organization","BP",701,41,122,0.985101921458811,0.000331245125146598
"GO:0051174","regulation of phosphorus metabolic process","BP",973,89,149,0.0725940162222311,0.0147326291255065
"GO:0051246","regulation of protein metabolic process","BP",1744,128,224,0.818554955955252,0.568987068479065
"GO:0051247","positive regulation of protein metabolic process","BP",1014,82,131,0.410822900194904,0.528166373263999
"GO:0055082","intracellular chemical homeostasis","BP",615,77,84,2.88908519599493e-05,0.315059641363426
"GO:0060049","regulation of protein glycosylation","BP",10,2,0,0.182860440523818,1
"GO:0060255","regulation of macromolecule metabolic process","BP",4822,303,649,0.999999750899479,0.108879704253452
"GO:0060341","regulation of cellular localization","BP",998,88,140,0.137290061809875,0.15929876394672
"GO:0060627","regulation of vesicle-mediated transport","BP",524,44,85,0.345940840473024,0.0158444675137517
"GO:0065009","regulation of molecular function","BP",1492,115,233,0.608963857313805,0.000922807155524028
"GO:0070085","glycosylation","BP",210,30,27,0.00103362191072025,0.547854782264918
"GO:0071071","regulation of phospholipid biosynthetic process","BP",18,5,1,0.010755902214263,0.917778193726498
"GO:0071072","negative regulation of phospholipid biosynthetic process","BP",5,2,0,0.0526588279896088,1
"GO:0080090","regulation of primary metabolic process","BP",4486,267,591,0.999999996875511,0.308655601727536
"GO:0090118","receptor-mediated endocytosis involved in cholesterol transport","BP",6,0,1,1,0.565011609724336
"GO:0090153","regulation of sphingolipid biosynthetic process","BP",15,3,0,0.108562991799428,1
"GO:0090155","negative regulation of sphingolipid biosynthetic process","BP",6,1,0,0.388323538759607,1
"GO:0090156","intracellular sphingolipid homeostasis","BP",6,1,0,0.388323538759607,1
"GO:0090370","negative regulation of cholesterol efflux","BP",5,1,1,0.336092779108362,0.500262769296684
"GO:0090407","organophosphate biosynthetic process","BP",536,81,49,7.3902405969008e-09,0.997840753144241
"GO:0099040","ceramide translocation","BP",3,0,1,1,0.340435301822401
"GO:1901135","carbohydrate derivative metabolic process","BP",867,108,106,8.92770590488557e-07,0.75855176799259
"GO:1901137","carbohydrate derivative biosynthetic process","BP",561,74,63,6.80981223807757e-06,0.905360599117258
"GO:1901873","regulation of post-translational protein modification","BP",245,14,20,0.921654124286693,0.993327594768499
"GO:1902003","regulation of amyloid-beta formation","BP",36,3,9,0.546241623581448,0.0364018369791322
"GO:1902004","positive regulation of amyloid-beta formation","BP",17,1,3,0.751730408344668,0.381304319471248
"GO:1902991","regulation of amyloid precursor protein catabolic process","BP",43,3,11,0.668098269547385,0.0185603599769641
"GO:1902993","positive regulation of amyloid precursor protein catabolic process","BP",23,1,5,0.848223840179258,0.168598278996728
"GO:1903018","regulation of glycoprotein metabolic process","BP",43,4,10,0.441139528648327,0.0446676985468782
"GO:1903020","positive regulation of glycoprotein metabolic process","BP",24,4,6,0.115049908222073,0.0806614886301123
"GO:1903509","liposaccharide metabolic process","BP",88,10,11,0.15238358386319,0.598369646627047
"GO:1903725","regulation of phospholipid metabolic process","BP",32,6,1,0.0361757861911437,0.988246643285776
"GO:1903726","negative regulation of phospholipid metabolic process","BP",6,2,0,0.0749389808521366,1
"GO:1904375","regulation of protein localization to cell periphery","BP",150,12,21,0.519222417788828,0.386213905067365
"GO:1905038","regulation of membrane lipid metabolic process","BP",20,3,0,0.204823098014231,1
"GO:1905598","negative regulation of low-density lipoprotein receptor activity","BP",4,0,1,1,0.425881398911046
"GO:1905600","regulation of receptor-mediated endocytosis involved in cholesterol transport","BP",4,0,1,1,0.425881398911046
"GO:1905601","negative regulation of receptor-mediated endocytosis involved in cholesterol transport","BP",2,0,0,1,1
"GO:1905953","negative regulation of lipid localization","BP",40,6,7,0.0905693540318088,0.255396226832062
"GO:1990778","protein localization to cell periphery","BP",365,31,53,0.353498090824488,0.203254187034586
"GO:2000008","regulation of protein localization to cell surface","BP",43,6,2,0.118412558663757,0.981116128023224
"GO:2000644","regulation of receptor catabolic process","BP",13,0,3,1,0.231975736027966
"GO:2000646","positive regulation of receptor catabolic process","BP",9,0,2,1,0.328772796336038
"GO:0000041","transition metal ion transport","BP",92,22,9,1.85325173596196e-06,0.858106848495589
"GO:0006778","porphyrin-containing compound metabolic process","BP",40,6,1,0.0905693540318088,0.99613597235455
"GO:0006779","porphyrin-containing compound biosynthetic process","BP",29,4,1,0.190388575039926,0.982165367092969
"GO:0006783","heme biosynthetic process","BP",25,3,1,0.313604619495947,0.968906051560261
"GO:0006811","monoatomic ion transport","BP",926,124,147,1.84754476901445e-09,0.00441770473512966
"GO:0006812","monoatomic cation transport","BP",805,112,117,1.34649021384741e-09,0.0950562946554393
"GO:0006826","iron ion transport","BP",55,14,8,6.53618378728639e-05,0.420819893029222
"GO:0006839","mitochondrial transport","BP",169,13,12,0.574979455200303,0.994865978784106
"GO:0006873","intracellular monoatomic ion homeostasis","BP",436,58,62,5.23302708562445e-05,0.231107296712838
"GO:0006879","intracellular iron ion homeostasis","BP",61,14,5,0.000216608219804091,0.910576243849739
"GO:0016226","iron-sulfur cluster assembly","BP",26,2,0,0.617527647387762,1
"GO:0030001","metal ion transport","BP",682,89,114,1.25035108725541e-06,0.00221410769096137
"GO:0030003","intracellular monoatomic cation homeostasis","BP",429,57,61,6.26339937016333e-05,0.233430325629944
"GO:0031163","metallo-sulfur cluster assembly","BP",26,2,0,0.617527647387762,1
"GO:0033013","tetrapyrrole metabolic process","BP",50,6,1,0.19716416155308,0.999038908394297
"GO:0033014","tetrapyrrole biosynthetic process","BP",29,4,1,0.190388575039926,0.982165367092969
"GO:0034220","monoatomic ion transmembrane transport","BP",740,100,110,4.84305050678237e-08,0.0648008118933982
"GO:0034755","iron ion transmembrane transport","BP",26,5,4,0.0490861944841279,0.440067724383365
"GO:0042168","heme metabolic process","BP",36,6,1,0.0597074760281639,0.993260398251921
"GO:0042440","pigment metabolic process","BP",58,8,6,0.0828077351847423,0.779295405714061
"GO:0046148","pigment biosynthetic process","BP",42,5,5,0.232362403805502,0.64927648665902
"GO:0050801","monoatomic ion homeostasis","BP",502,67,76,1.25897613957259e-05,0.0805237390635968
"GO:0055080","monoatomic cation homeostasis","BP",495,67,73,7.89019126726022e-06,0.127862533285699
"GO:0070453","regulation of heme biosynthetic process","BP",6,0,1,1,0.565011609724336
"GO:0070455","positive regulation of heme biosynthetic process","BP",3,0,0,1,1
"GO:0072593","reactive oxygen species metabolic process","BP",220,27,25,0.0139364117998374,0.788019018340009
"GO:0098655","monoatomic cation transmembrane transport","BP",644,91,87,2.45400150507761e-08,0.351405161674186
"GO:0098660","inorganic ion transmembrane transport","BP",685,96,95,1.5100164229096e-08,0.248489442092496
"GO:0098662","inorganic cation transmembrane transport","BP",627,86,86,2.28556452311214e-07,0.297871887304044
"GO:0098771","inorganic ion homeostasis","BP",440,55,71,0.000405524106580239,0.0284632280527819
"GO:0140466","iron-sulfur cluster export from the mitochondrion","BP",1,0,0,1,1
"GO:1901401","regulation of tetrapyrrole metabolic process","BP",7,0,1,1,0.621374815795562
"GO:1901403","positive regulation of tetrapyrrole metabolic process","BP",4,0,0,1,1
"GO:1901463","regulation of tetrapyrrole biosynthetic process","BP",6,0,1,1,0.565011609724336
"GO:1901465","positive regulation of tetrapyrrole biosynthetic process","BP",3,0,0,1,1
"GO:1901678","iron coordination entity transport","BP",12,3,1,0.0624540197979292,0.810849840807543
"GO:1902497","iron-sulfur cluster transmembrane transport","BP",1,0,0,1,1
"GO:1903329","regulation of iron-sulfur cluster assembly","BP",1,0,0,1,1
"GO:1903331","positive regulation of iron-sulfur cluster assembly","BP",1,0,0,1,1
"GO:1903409","reactive oxygen species biosynthetic process","BP",60,13,5,0.000651880177927758,0.903064061266689
"GO:1903426","regulation of reactive oxygen species biosynthetic process","BP",47,10,3,0.00307823982137713,0.953162503813193
"GO:1903427","negative regulation of reactive oxygen species biosynthetic process","BP",21,3,1,0.225988521543272,0.945797246738179
"GO:1990542","mitochondrial transmembrane transport","BP",89,8,2,0.401098092410076,0.999939975032075
"GO:2000377","regulation of reactive oxygen species metabolic process","BP",143,16,13,0.0964031277378787,0.939944321389861
"GO:2000378","negative regulation of reactive oxygen species metabolic process","BP",45,3,4,0.69816629910432,0.851807748441435
"GO:0001678","intracellular glucose homeostasis","BP",159,15,20,0.268509196189052,0.591924565943496
"GO:0002791","regulation of peptide secretion","BP",205,26,34,0.0104967213078745,0.076264560113051
"GO:0002793","positive regulation of peptide secretion","BP",117,12,21,0.208628403866449,0.0742303459470173
"GO:0006694","steroid biosynthetic process","BP",125,14,18,0.113593871992129,0.352528969498894
"GO:0006695","cholesterol biosynthetic process","BP",52,6,7,0.22259247973627,0.518197212865593
"GO:0009743","response to carbohydrate","BP",226,22,33,0.175313469648973,0.255267747897165
"GO:0009746","response to hexose","BP",197,22,25,0.0601451927980241,0.576189843115385
"GO:0009749","response to glucose","BP",191,21,23,0.0741134033547108,0.679052650666685
"GO:0009914","hormone transport","BP",309,38,55,0.00395192931961411,0.00846438002644275
"GO:0010638","positive regulation of organelle organization","BP",505,36,73,0.757256276229048,0.16933308570904
"GO:0010647","positive regulation of cell communication","BP",1567,146,253,0.0152780343012892,6.4922910431613e-05
"GO:0010742","macrophage derived foam cell differentiation","BP",25,4,8,0.128909953669261,0.0109950688581897
"GO:0010743","regulation of macrophage derived foam cell differentiation","BP",20,4,6,0.0670041255758918,0.0362939381026375
