"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0015101","organic cation transmembrane transporter activity","MF",64,12,9,0.0422898278330846,0.164423373871453
"GO:0015171","amino acid transmembrane transporter activity","MF",69,12,9,0.0688751855860591,0.223177954929349
"GO:0015173","aromatic amino acid transmembrane transporter activity","MF",11,1,3,0.719710438959647,0.0832741130696785
"GO:0015174","basic amino acid transmembrane transporter activity","MF",15,4,1,0.0724338252419648,0.783840029326062
"GO:0015179","L-amino acid transmembrane transporter activity","MF",47,10,4,0.0280223119585211,0.681370891995611
"GO:0015189","L-lysine transmembrane transporter activity","MF",7,2,0,0.172820244952425,1
"GO:0061459","L-arginine transmembrane transporter activity","MF",11,3,0,0.109982206092204,1
"GO:0140272","exogenous protein binding","MF",28,2,6,0.826118026091561,0.0484920712707944
"GO:1901474","azole transmembrane transporter activity","MF",11,3,1,0.109982206092204,0.674737386643682
"GO:0003680","minor groove of adenine-thymine-rich DNA binding","MF",7,1,2,0.554831189353037,0.142349453828268
"GO:0004300","enoyl-CoA hydratase activity","MF",10,1,1,0.685340044597582,0.639760437771974
"GO:0004490","methylglutaconyl-CoA hydratase activity","MF",1,0,0,1,1
"GO:0050011","itaconyl-CoA hydratase activity","MF",1,0,0,1,1
"GO:0031624","ubiquitin conjugating enzyme binding","MF",33,3,7,0.714280610031436,0.0360679875301093
"GO:0044390","ubiquitin-like protein conjugating enzyme binding","MF",39,3,8,0.81405527492738,0.0311581549400869
"GO:0002039","p53 binding","MF",73,6,9,0.822228116337834,0.27506225411654
"GO:0070016","armadillo repeat domain binding","MF",8,0,1,1,0.55812749807161
"GO:0140767","enzyme-substrate adaptor activity","MF",108,7,11,0.95792983333947,0.479888632579384
"GO:1990756","ubiquitin-like ligase-substrate adaptor activity","MF",93,6,11,0.948815875054739,0.290278796816541
"GO:0003823","antigen binding","MF",50,9,4,0.089444222972143,0.727982274365324
"GO:0023023","MHC protein complex binding","MF",14,0,1,1,0.760588797606835
"GO:0023026","MHC class II protein complex binding","MF",11,0,1,1,0.674737386643682
"GO:0042605","peptide antigen binding","MF",33,8,2,0.0227975409448314,0.843675096409644
"GO:0043422","protein kinase B binding","MF",17,1,3,0.859999964915314,0.224379302689381
"GO:0000774","adenyl-nucleotide exchange factor activity","MF",14,2,2,0.461741780232931,0.400082826270397
"GO:0015288","porin activity","MF",6,0,0,1,1
"GO:0022829","wide pore channel activity","MF",28,7,6,0.0275700877623435,0.0484920712707944
"GO:0051400","BH domain binding","MF",16,3,5,0.250712567273206,0.0150012091885267
"GO:0030544","Hsp70 protein binding","MF",53,10,2,0.058334871422079,0.970238059935813
"GO:0051434","BH3 domain binding","MF",8,2,3,0.214515014653577,0.035170142879798
"GO:0070513","death domain binding","MF",12,3,3,0.135257845063911,0.103319862208911
"GO:0046625","sphingolipid binding","MF",26,3,4,0.551202715501709,0.241623237614255
"GO:0004084","branched-chain-amino-acid transaminase activity","MF",2,0,0,1,1
"GO:0008483","transaminase activity","MF",22,6,0,0.0268956481400951,1
"GO:0016769","transferase activity, transferring nitrogenous groups","MF",26,6,0,0.0570942455468132,1
"GO:0052654","L-leucine-2-oxoglutarate transaminase activity","MF",2,0,0,1,1
"GO:0052655","L-valine-2-oxoglutarate transaminase activity","MF",2,0,0,1,1
"GO:0052656","L-isoleucine-2-oxoglutarate transaminase activity","MF",2,0,0,1,1
"GO:0003863","3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity","MF",2,0,0,1,1
"GO:0016624","oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","MF",7,1,0,0.554831189353037,1
"GO:0047101","branched-chain alpha-keto acid dehydrogenase activity","MF",4,1,0,0.370236653747025,1
"GO:0004722","protein serine/threonine phosphatase activity","MF",78,9,11,0.483094895880644,0.132081353794299
"GO:0004740","pyruvate dehydrogenase (acetyl-transferring) kinase activity","MF",5,2,2,0.0951851699100831,0.0771473599148401
"GO:0047323","[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity","MF",1,1,0,0.109160548994574,1
"GO:0050700","CARD domain binding","MF",12,6,2,0.000864891145333025,0.327325166424082
"GO:0016248","channel inhibitor activity","MF",43,2,8,0.956688154746387,0.052198012142192
"GO:0141110","transporter inhibitor activity","MF",44,2,8,0.960672451091101,0.0586038658137237
"GO:0097371","MDM2/MDM4 family protein binding","MF",14,1,4,0.801900741777296,0.0400314329465394
"GO:0001161","intronic transcription regulatory region sequence-specific DNA binding","MF",9,2,0,0.256967981747173,1
"GO:0001222","transcription corepressor binding","MF",58,3,10,0.959900114383389,0.0508380477266228
"GO:0008020","G protein-coupled photoreceptor activity","MF",4,1,0,0.370236653747025,1
"GO:0009881","photoreceptor activity","MF",6,1,0,0.500258197295807,1
"GO:0004947","bradykinin receptor activity","MF",1,0,0,1,1
"GO:0031698","beta-2 adrenergic receptor binding","MF",9,1,2,0.646757761237612,0.214947474858401
"GO:0005123","death receptor binding","MF",19,1,2,0.888927132293692,0.562721784068932
"GO:0005163","nerve growth factor receptor binding","MF",5,0,0,1,1
"GO:0005165","neurotrophin receptor binding","MF",15,2,2,0.498885200160048,0.435071553537667
"GO:0005167","neurotrophin TRK receptor binding","MF",8,1,1,0.603447785738674,0.55812749807161
"GO:0005169","neurotrophin TRKB receptor binding","MF",2,0,1,1,0.184653660480039
"GO:0005484","SNAP receptor activity","MF",33,5,4,0.289131011260766,0.400133123137386
"GO:0005212","structural constituent of eye lens","MF",10,1,2,0.685340044597582,0.252406069784849
"GO:0004565","beta-galactosidase activity","MF",4,0,0,1,1
"GO:0008147","structural constituent of bone","MF",1,0,0,1,1
"GO:0030021","extracellular matrix structural constituent conferring compression resistance","MF",9,2,1,0.256967981747173,0.601025000973261
"GO:0031871","proteinase activated receptor binding","MF",3,0,0,1,1
"GO:0034452","dynactin binding","MF",10,0,0,1,1
"GO:0045505","dynein intermediate chain binding","MF",26,0,0,1,1
"GO:0008168","methyltransferase activity","MF",176,11,5,0.988050317931647,0.999904317493099
"GO:0016741","transferase activity, transferring one-carbon groups","MF",185,13,5,0.972143306353075,0.999954246606785
"GO:1990226","histone methyltransferase binding","MF",18,0,6,1,0.00550095498295438
"GO:0000403","Y-form DNA binding","MF",4,2,0,0.0614937288351595,1
"GO:0003678","DNA helicase activity","MF",71,9,4,0.370312533172633,0.923341599873747
"GO:0003697","single-stranded DNA binding","MF",116,10,8,0.827028706810251,0.885934182887815
"GO:0009378","four-way junction helicase activity","MF",44,4,2,0.722378656512043,0.936044735205308
"GO:0017116","single-stranded DNA helicase activity","MF",55,8,2,0.24795195211183,0.974969574653552
"GO:0032356","oxidized DNA binding","MF",11,1,1,0.719710438959647,0.674737386643682
"GO:0032357","oxidized purine DNA binding","MF",10,1,1,0.685340044597582,0.639760437771974
"GO:0036121","double-stranded DNA helicase activity","MF",45,4,3,0.738839910107657,0.825618702637502
"GO:0043138","3'-5' DNA helicase activity","MF",46,4,3,0.754550666637474,0.836849388229478
"GO:0051880","G-quadruplex DNA binding","MF",10,2,0,0.299517210997886,1
"GO:0061749","forked DNA-dependent helicase activity","MF",43,4,2,0.705159189391702,0.930485102326612
"GO:0061821","telomeric D-loop binding","MF",5,1,0,0.43899952470626,1
"GO:0061849","telomeric G-quadruplex DNA binding","MF",2,1,0,0.206411280686305,1
"GO:0062037","D-loop DNA binding","MF",7,2,1,0.172820244952425,0.510621047164045
"GO:1905773","8-hydroxy-2'-deoxyguanosine DNA binding","MF",4,1,0,0.370236653747025,1
"GO:1990518","single-stranded 3'-5' DNA helicase activity","MF",44,4,2,0.722378656512043,0.936044735205308
"GO:0001637","G protein-coupled chemoattractant receptor activity","MF",9,2,2,0.256967981747173,0.214947474858401
"GO:0004896","cytokine receptor activity","MF",65,8,8,0.416180512994502,0.293673832431129
"GO:0004950","chemokine receptor activity","MF",9,2,2,0.256967981747173,0.214947474858401
"GO:0016493","C-C chemokine receptor activity","MF",8,2,1,0.214515014653577,0.55812749807161
"GO:0016494","C-X-C chemokine receptor activity","MF",4,1,2,0.370236653747025,0.0494267128715544
"GO:0019956","chemokine binding","MF",18,2,2,0.599915543908679,0.532812096657598
"GO:0019957","C-C chemokine binding","MF",9,2,1,0.256967981747173,0.601025000973261
"GO:0140375","immune receptor activity","MF",72,9,9,0.386448828268392,0.261757825815754
"GO:0055106","ubiquitin-protein transferase regulator activity","MF",35,1,8,0.982583697012584,0.0168145451475629
"GO:0071535","RING-like zinc finger domain binding","MF",4,0,0,1,1
"GO:0097027","ubiquitin-protein transferase activator activity","MF",16,0,1,1,0.804834480151901
"GO:0019208","phosphatase regulator activity","MF",102,9,12,0.796020369153887,0.284547313518323
"GO:0019211","phosphatase activator activity","MF",23,0,3,1,0.388840256565473
"GO:0033612","receptor serine/threonine kinase binding","MF",23,2,2,0.732756113034543,0.668320706727883
"GO:0039706","co-receptor binding","MF",8,1,0,0.603447785738674,1
"GO:0043539","protein serine/threonine kinase activator activity","MF",67,9,4,0.306709331772443,0.900639085186653
"GO:0070696","transmembrane receptor protein serine/threonine kinase binding","MF",19,1,2,0.888927132293692,0.562721784068932
"GO:0070700","BMP receptor binding","MF",12,1,0,0.750328501396021,1
"GO:0000182","rDNA binding","MF",9,0,2,1,0.214947474858401
"GO:0043495","protein-membrane adaptor activity","MF",37,4,4,0.586001071022897,0.489221542482963
"GO:0140506","endoplasmic reticulum-autophagosome adaptor activity","MF",4,1,0,0.370236653747025,1
"GO:0140580","mitochondrion autophagosome adaptor activity","MF",1,0,0,1,1
"GO:0160183","autophagosome-membrane adaptor activity","MF",4,1,0,0.370236653747025,1
"GO:0170009","endoplasmic reticulum-organelle membrane tether activity","MF",4,1,0,0.370236653747025,1
"GO:0005521","lamin binding","MF",18,3,2,0.312925194564892,0.532812096657598
"GO:0003953","NAD+ nucleosidase activity","MF",9,2,0,0.256967981747173,1
"GO:0061809","NAD+ nucleosidase activity, cyclic ADP-ribose generating","MF",13,4,0,0.045180783516749,1
"GO:0004082","bisphosphoglycerate mutase activity","MF",3,1,0,0.293050922519059,1
"GO:0016866","intramolecular transferase activity","MF",26,6,2,0.0570942455468132,0.733209044656035
"GO:0016868","intramolecular phosphotransferase activity","MF",9,3,0,0.0659296298259915,1
"GO:0070063","RNA polymerase binding","MF",62,4,5,0.918148160870266,0.731288528425332
"GO:0010484","histone H3 acetyltransferase activity","MF",28,4,2,0.365920029656435,0.770202501715636
"GO:0043015","gamma-tubulin binding","MF",34,0,4,1,0.422789326376119
"GO:0061631","ubiquitin conjugating enzyme activity","MF",32,0,3,1,0.612371254034416
"GO:0061650","ubiquitin-like protein conjugating enzyme activity","MF",39,0,3,1,0.743637798908526
"GO:0005537","D-mannose binding","MF",11,2,0,0.341636100976926,1
"GO:0098632","cell-cell adhesion mediator activity","MF",26,1,3,0.950605326291587,0.468906342796444
"GO:0045503","dynein light chain binding","MF",11,0,2,1,0.289990949054887
"GO:0098882","structural constituent of presynaptic active zone","MF",7,0,0,1,1
"GO:0043426","MRF binding","MF",5,0,3,1,0.00784574230662592
"GO:1990757","ubiquitin ligase activator activity","MF",10,0,1,1,0.639760437771974
"GO:0008503","benzodiazepine receptor activity","MF",2,0,0,1,1
"GO:0001848","complement binding","MF",17,2,0,0.568027727314925,1
"GO:0001846","opsonin binding","MF",14,2,0,0.461741780232931,1
"GO:0001849","complement component C1q complex binding","MF",7,1,0,0.554831189353037,1
"GO:0030984","kininogen binding","MF",4,0,1,1,0.335228591307958
"GO:0043022","ribosome binding","MF",116,9,8,0.898243398310678,0.885934182887815
"GO:0060703","deoxyribonuclease inhibitor activity","MF",3,0,0,1,1
"GO:0097177","mitochondrial ribosome binding","MF",10,2,0,0.299517210997886,1
"GO:0140721","nuclease inhibitor activity","MF",6,0,1,1,0.458010819544648
"GO:0031714","C5a anaphylatoxin chemotactic receptor binding","MF",1,0,1,1,0.0970315991062881
"GO:0031715","C5L2 anaphylatoxin chemotactic receptor binding","MF",1,0,1,1,0.0970315991062881
"GO:0044183","protein folding chaperone","MF",59,2,4,0.991101625031756,0.836987565631307
"GO:0140662","ATP-dependent protein folding chaperone","MF",29,1,2,0.965101820799633,0.786964922423456
"GO:0005244","voltage-gated monoatomic ion channel activity","MF",98,11,10,0.508750956898107,0.482886328441633
"GO:0005245","voltage-gated calcium channel activity","MF",23,2,5,0.732756113034543,0.0656982520862571
"GO:0005262","calcium channel activity","MF",80,8,9,0.656950926432939,0.372364635577454
"GO:0008331","high voltage-gated calcium channel activity","MF",7,0,2,1,0.142349453828268
"GO:0022832","voltage-gated channel activity","MF",99,11,10,0.522836340891782,0.49613900464649
"GO:0022843","voltage-gated monoatomic cation channel activity","MF",79,8,8,0.642719464936726,0.504590453333152
"GO:0099511","voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels","MF",5,0,0,1,1
"GO:0099626","voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels","MF",5,0,0,1,1
"GO:0031369","translation initiation factor binding","MF",37,1,4,0.986186202911737,0.489221542482963
"GO:0086007","voltage-gated calcium channel activity involved in cardiac muscle cell action potential","MF",4,0,0,1,1
"GO:0086056","voltage-gated calcium channel activity involved in AV node cell action potential","MF",2,0,0,1,1
"GO:0086059","voltage-gated calcium channel activity involved SA node cell action potential","MF",1,0,0,1,1
"GO:0099635","voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels","MF",1,0,0,1,1
"GO:0008332","low voltage-gated calcium channel activity","MF",2,0,0,1,1
"GO:0086057","voltage-gated calcium channel activity involved in bundle of His cell action potential","MF",1,0,0,1,1
"GO:0005246","calcium channel regulator activity","MF",35,4,6,0.540593242352233,0.118146663167413
"GO:0003756","protein disulfide isomerase activity","MF",15,3,0,0.220309550706664,1
"GO:0016860","intramolecular oxidoreductase activity","MF",42,8,1,0.0813282061604979,0.986332868802445
"GO:0016864","intramolecular oxidoreductase activity, transposing S-S bonds","MF",15,3,0,0.220309550706664,1
"GO:0044730","bone sialoprotein binding","MF",1,0,1,1,0.0970315991062881
"GO:0005499","vitamin D binding","MF",4,0,0,1,1
"GO:0031716","calcitonin receptor binding","MF",1,0,1,1,0.0970315991062881
"GO:0008200","ion channel inhibitor activity","MF",41,2,7,0.947529933785275,0.0973536946934846
"GO:0010851","cyclase regulator activity","MF",12,2,1,0.38291175215953,0.706320315754555
"GO:0010853","cyclase activator activity","MF",7,1,1,0.554831189353037,0.510621047164045
"GO:0010854","adenylate cyclase regulator activity","MF",9,1,0,0.646757761237612,1
"GO:0010856","adenylate cyclase activator activity","MF",5,0,0,1,1
"GO:0019855","calcium channel inhibitor activity","MF",13,0,1,1,0.734838371082804
"GO:0019888","protein phosphatase regulator activity","MF",92,8,9,0.799939028128032,0.54134039186859
"GO:0031800","type 3 metabotropic glutamate receptor binding","MF",5,0,0,1,1
"GO:0072542","protein phosphatase activator activity","MF",20,0,3,1,0.306147668921324
"GO:0005049","nuclear export signal receptor activity","MF",11,0,0,1,1
"GO:0140142","nucleocytoplasmic carrier activity","MF",29,0,0,1,1
"GO:0140313","molecular sequestering activity","MF",46,8,9,0.122977101962286,0.0305282453516397
"GO:0004089","carbonate dehydratase activity","MF",11,3,0,0.109982206092204,1
"GO:0004683","calcium/calmodulin-dependent protein kinase activity","MF",23,1,3,0.930092013647566,0.388840256565473
"GO:0009931","calcium-dependent protein serine/threonine kinase activity","MF",22,0,5,1,0.0556903235974599
"GO:0004197","cysteine-type endopeptidase activity","MF",68,7,9,0.623154399975274,0.210825771939583
"GO:0004198","calcium-dependent cysteine-type endopeptidase activity","MF",11,1,2,0.719710438959647,0.289990949054887
"GO:0008234","cysteine-type peptidase activity","MF",141,16,19,0.474361751634764,0.0884656607512856
"GO:0090541","MIT domain binding","MF",3,0,2,1,0.0264047380424041
"GO:0004064","arylesterase activity","MF",4,0,1,1,0.335228591307958
"GO:0018820","cyanamide hydratase activity","MF",1,0,0,1,1
"GO:0004046","aminoacylase activity","MF",4,1,0,0.370236653747025,1
"GO:0004096","catalase activity","MF",3,0,0,1,1
"GO:0020037","heme binding","MF",80,13,7,0.0925661341945541,0.669039730583661
"GO:0046906","tetrapyrrole binding","MF",88,16,7,0.0276677565909009,0.762308453950102
"GO:0050661","NADP binding","MF",45,12,1,0.00255046967690794,0.989946677982217
"GO:0042043","neurexin family protein binding","MF",14,4,0,0.0579516758806198,1
"GO:0001530","lipopolysaccharide binding","MF",30,5,2,0.224633821216506,0.802640524082258
"GO:0004190","aspartic-type endopeptidase activity","MF",20,3,4,0.375445567730954,0.122361567187619
"GO:0004861","cyclin-dependent protein serine/threonine kinase inhibitor activity","MF",13,3,1,0.162280963528059,0.734838371082804
"GO:0016005","phospholipase A2 activator activity","MF",2,0,0,1,1
"GO:0016538","cyclin-dependent protein serine/threonine kinase regulator activity","MF",43,9,1,0.039746474116738,0.98766257752806
"GO:0070001","aspartic-type peptidase activity","MF",20,3,4,0.375445567730954,0.122361567187619
"GO:0005164","tumor necrosis factor receptor binding","MF",28,4,2,0.365920029656435,0.770202501715636
"GO:0035877","death effector domain binding","MF",3,0,0,1,1
"GO:0140314","calcium ion sequestering activity","MF",1,0,0,1,1
"GO:0140487","metal ion sequestering activity","MF",5,0,2,1,0.0771473599148401
"GO:0010859","calcium-dependent cysteine-type endopeptidase inhibitor activity","MF",1,0,0,1,1
"GO:0017166","vinculin binding","MF",13,1,3,0.777603673095555,0.125043496770888
"GO:0045294","alpha-catenin binding","MF",11,1,5,0.719710438959647,0.00239348411717878
"GO:0140311","protein sequestering activity","MF",26,5,6,0.147074094486756,0.0349509220178301
"GO:0008142","oxysterol binding","MF",13,6,2,0.00145837818842122,0.364103651815572
"GO:0019870","potassium channel inhibitor activity","MF",10,2,1,0.299517210997886,0.639760437771974
"GO:0030292","protein tyrosine kinase inhibitor activity","MF",8,3,1,0.0477359358489669,0.55812749807161
"GO:0070320","inward rectifier potassium channel inhibitor activity","MF",1,1,0,0.109160548994574,1
"GO:0031435","mitogen-activated protein kinase kinase kinase binding","MF",26,4,4,0.314102125917157,0.241623237614255
"GO:0043014","alpha-tubulin binding","MF",45,1,7,0.994534814887262,0.141459309707943
"GO:0071253","connexin binding","MF",7,0,3,1,0.0236639056789651
"GO:0036312","phosphatidylinositol 3-kinase regulatory subunit binding","MF",14,4,4,0.0579516758806198,0.0400314329465394
"GO:0004090","carbonyl reductase (NADPH) activity","MF",8,0,2,1,0.178075890811091
"GO:0016651","oxidoreductase activity, acting on NAD(P)H","MF",57,8,5,0.280139827324477,0.659804642196425
"GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","MF",31,4,2,0.442977256720522,0.817282240960879
"GO:0047020","15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity","MF",2,1,0,0.206411280686305,1
"GO:0047021","15-hydroxyprostaglandin dehydrogenase (NADP+) activity","MF",1,0,0,1,1
"GO:0050221","prostaglandin E2 9-reductase activity","MF",1,0,0,1,1
"GO:0160163","S-nitrosoglutathione reductase (NADPH) activity","MF",2,0,0,1,1
"GO:0050038","L-xylulose reductase (NADPH) activity","MF",2,0,2,1,0.00940953773253647
"GO:0004122","cystathionine beta-synthase activity","MF",1,1,0,0.109160548994574,1
"GO:0016661","oxidoreductase activity, acting on other nitrogenous compounds as donors","MF",13,4,1,0.045180783516749,0.734838371082804
"GO:0016662","oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor","MF",5,4,0,0.000646063862211954,1
"GO:0019825","oxygen binding","MF",11,1,2,0.719710438959647,0.289990949054887
"GO:0050421","nitrite reductase (NO-forming) activity","MF",5,4,0,0.000646063862211954,1
"GO:0070025","carbon monoxide binding","MF",2,1,0,0.206411280686305,1
"GO:0070026","nitric oxide binding","MF",4,2,0,0.0614937288351595,1
"GO:0098809","nitrite reductase activity","MF",9,4,1,0.0113485478949177,0.601025000973261
"GO:1904047","S-adenosyl-L-methionine binding","MF",19,3,1,0.344252574681156,0.856362235067356
"GO:0035064","methylated histone binding","MF",68,4,4,0.947986341141131,0.906813802216719
"GO:0140034","methylation-dependent protein binding","MF",70,4,4,0.955464337231397,0.918149903413196
"GO:0019789","SUMO transferase activity","MF",23,1,0,0.930092013647566,1
"GO:0032183","SUMO binding","MF",18,2,2,0.599915543908679,0.532812096657598
"GO:0061665","SUMO ligase activity","MF",12,0,0,1,1
"GO:0005184","neuropeptide hormone activity","MF",10,2,2,0.299517210997886,0.252406069784849
"GO:0160041","neuropeptide activity","MF",10,2,2,0.299517210997886,0.252406069784849
"GO:0061575","cyclin-dependent protein serine/threonine kinase activator activity","MF",12,2,0,0.38291175215953,1
"GO:0004693","cyclin-dependent protein serine/threonine kinase activity","MF",28,1,4,0.96081691475866,0.286068050873071
"GO:0097472","cyclin-dependent protein kinase activity","MF",28,1,4,0.96081691475866,0.286068050873071
"GO:0010997","anaphase-promoting complex binding","MF",8,3,0,0.0477359358489669,1
"GO:0008353","RNA polymerase II CTD heptapeptide repeat kinase activity","MF",10,1,2,0.685340044597582,0.252406069784849
"GO:0140994","RNA polymerase II CTD heptapeptide repeat modifying activity","MF",103,11,11,0.577761978134914,0.416050032256827
"GO:0017069","snRNA binding","MF",42,1,1,0.992261690948421,0.986332868802445
"GO:0097322","7SK snRNA binding","MF",8,0,1,1,0.55812749807161
"GO:0000175","3'-5'-RNA exonuclease activity","MF",30,2,4,0.854421294671071,0.331539728798693
"GO:0004532","RNA exonuclease activity","MF",34,2,4,0.898777517811056,0.422789326376119
"GO:0004535","poly(A)-specific ribonuclease activity","MF",13,0,1,1,0.734838371082804
"GO:0016896","RNA exonuclease activity, producing 5'-phosphomonoesters","MF",33,2,4,0.889048030377814,0.400133123137386
"GO:0019178","NADP phosphatase activity","MF",1,0,1,1,0.0970315991062881
"GO:0102757","NADPH phosphatase activity","MF",1,0,1,1,0.0970315991062881
"GO:0031681","G-protein beta-subunit binding","MF",19,3,2,0.344252574681156,0.562721784068932
"GO:0071987","WD40-repeat domain binding","MF",8,0,0,1,1
"GO:0001875","lipopolysaccharide immune receptor activity","MF",5,1,0,0.43899952470626,1
"GO:0038187","pattern recognition receptor activity","MF",25,5,0,0.129770277382921,1
"GO:0070891","lipoteichoic acid binding","MF",5,1,0,0.43899952470626,1
"GO:0030882","lipid antigen binding","MF",3,0,0,1,1
"GO:0030883","endogenous lipid antigen binding","MF",2,0,0,1,1
"GO:0030884","exogenous lipid antigen binding","MF",2,0,0,1,1
"GO:0071723","lipopeptide binding","MF",6,3,0,0.0201431862131907,1
"GO:0042609","CD4 receptor binding","MF",10,0,2,1,0.252406069784849
"GO:0043199","sulfate binding","MF",6,1,1,0.500258197295807,0.458010819544648
"GO:0005041","low-density lipoprotein particle receptor activity","MF",10,4,1,0.0172996150165543,0.639760437771974
"GO:0005044","scavenger receptor activity","MF",23,3,1,0.466521177221121,0.904563562559703
"GO:0015636","short-chain fatty acid transmembrane transporter activity","MF",2,1,1,0.206411280686305,0.184653660480039
"GO:0030169","low-density lipoprotein particle binding","MF",15,2,2,0.498885200160048,0.435071553537667
"GO:0035325","Toll-like receptor binding","MF",12,6,2,0.000864891145333025,0.327325166424082
"GO:0070053","thrombospondin receptor activity","MF",4,1,1,0.370236653747025,0.335228591307958
"GO:0070538","oleic acid binding","MF",3,2,0,0.0331319970207981,1
"GO:0070892","lipoteichoic acid immune receptor activity","MF",1,1,0,0.109160548994574,1
"GO:0150025","oxidised low-density lipoprotein particle receptor activity","MF",1,1,0,0.109160548994574,1
"GO:1901480","oleate transmembrane transporter activity","MF",6,3,1,0.0201431862131907,0.458010819544648
"GO:0004050","apyrase activity","MF",3,0,0,1,1
"GO:0004382","GDP phosphatase activity","MF",11,1,0,0.719710438959647,1
"GO:0036384","CDP phosphatase activity","MF",4,0,0,1,1
"GO:0043273","CTPase activity","MF",7,1,0,0.554831189353037,1
"GO:0045134","UDP phosphatase activity","MF",9,1,0,0.646757761237612,1
"GO:0103023","ITPase activity","MF",1,0,0,1,1
"GO:1990003","IDP phosphatase activity","MF",4,0,0,1,1
"GO:0008894","guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity","MF",1,0,0,1,1
"GO:0042289","MHC class II protein binding","MF",5,0,1,1,0.399748899156237
"GO:1990459","transferrin receptor binding","MF",11,1,0,0.719710438959647,1
"GO:0050699","WW domain binding","MF",24,5,0,0.113456633494629,1
"GO:0030332","cyclin binding","MF",33,2,2,0.889048030377814,0.843675096409644
"GO:0140833","RNA polymerase II CTD heptapeptide repeat Y1 kinase activity","MF",6,1,1,0.500258197295807,0.458010819544648
"GO:0140834","RNA polymerase II CTD heptapeptide repeat S2 kinase activity","MF",6,1,1,0.500258197295807,0.458010819544648
"GO:0140835","RNA polymerase II CTD heptapeptide repeat T4 kinase activity","MF",6,1,1,0.500258197295807,0.458010819544648
"GO:0140836","RNA polymerase II CTD heptapeptide repeat S5 kinase activity","MF",6,1,1,0.500258197295807,0.458010819544648
"GO:0140837","RNA polymerase II CTD heptapeptide repeat S7 kinase activity","MF",6,1,1,0.500258197295807,0.458010819544648
"GO:0032427","GBD domain binding","MF",2,0,1,1,0.184653660480039
"GO:0034190","apolipoprotein receptor binding","MF",5,0,0,1,1
"GO:0034191","apolipoprotein A-I receptor binding","MF",3,0,0,1,1
"GO:0003688","DNA replication origin binding","MF",15,0,1,1,0.783840029326062
"GO:0055100","adiponectin binding","MF",3,0,0,1,1
"GO:0005427","proton-dependent oligopeptide secondary active transmembrane transporter activity","MF",2,0,0,1,1
"GO:0030159","signaling receptor complex adaptor activity","MF",36,4,7,0.563621512672539,0.054783011915502
"GO:0043184","vascular endothelial growth factor receptor 2 binding","MF",8,0,0,1,1
"GO:0070051","fibrinogen binding","MF",6,0,1,1,0.458010819544648
"GO:0005176","ErbB-2 class receptor binding","MF",3,0,1,1,0.263778121698857
"GO:0030549","acetylcholine receptor activator activity","MF",2,0,0,1,1
"GO:0043125","ErbB-3 class receptor binding","MF",6,1,2,0.500258197295807,0.108439297214181
"GO:0050321","tau-protein kinase activity","MF",13,0,4,1,0.0309077470023203
"GO:0019912","cyclin-dependent protein kinase activating kinase activity","MF",1,1,0,0.109160548994574,1
"GO:0019914","cyclin-dependent protein kinase activating kinase regulator activity","MF",1,0,0,1,1
"GO:0055105","ubiquitin-protein transferase inhibitor activity","MF",16,1,5,0.842825127409409,0.0150012091885267
"GO:1990948","ubiquitin ligase inhibitor activity","MF",11,1,4,0.719710438959647,0.0166837140404192
"GO:0016151","nickel cation binding","MF",7,1,0,0.554831189353037,1
"GO:0017172","cysteine dioxygenase activity","MF",1,0,0,1,1
"GO:0032931","histone H3K56 acetyltransferase activity","MF",21,3,2,0.406322875861212,0.618327012311801
"GO:0036408","histone H3K14 acetyltransferase activity","MF",27,4,2,0.339981703026999,0.752300896835634
"GO:0043992","histone H3K9 acetyltransferase activity","MF",21,3,2,0.406322875861212,0.618327012311801
"GO:0043993","histone H3K18 acetyltransferase activity","MF",21,3,2,0.406322875861212,0.618327012311801
"GO:0043994","histone H3K23 acetyltransferase activity","MF",21,3,2,0.406322875861212,0.618327012311801
"GO:0043995","histone H4K5 acetyltransferase activity","MF",29,4,2,0.391801493343052,0.786964922423456
"GO:0043996","histone H4K8 acetyltransferase activity","MF",29,4,2,0.391801493343052,0.786964922423456
"GO:0043997","histone H4K12 acetyltransferase activity","MF",29,4,2,0.391801493343052,0.786964922423456
"GO:0043998","histone H2A acetyltransferase activity","MF",23,3,2,0.466521177221121,0.668320706727883
"GO:0043999","histone H2AK5 acetyltransferase activity","MF",21,3,2,0.406322875861212,0.618327012311801
"GO:0044012","histone H2AK9 acetyltransferase activity","MF",21,3,2,0.406322875861212,0.618327012311801
"GO:0044014","histone H2BK5 acetyltransferase activity","MF",21,3,2,0.406322875861212,0.618327012311801
