"","Length","Symbol"
"235497",2192,"Leo1"
"666190",759,"Gm7972"
"50875",3590,"Tmod3"
"50876",10259,"Tmod2"
"70082",1200,"Lysmd2"
"20255",2207,"Scg3"
"12160",2528,"Bmp5"
"208982",3615,"Hmgcll1"
"404194",2080,"Gfral"
"387285",3728,"Hcrtr2"
"208994",3136,"Fam83b"
"26944",1708,"Tinag"
"100503078",2907,"Gm19541"
"69642",1224,"Mlip"
"70487",2031,"5730403I07Rik"
"214345",3139,"Lrrc1"
"100503134",1046,"Gm19569"
"244923",6260,"Klhl31"
"14629",3427,"Gclc"
"68801",2781,"Elovl5"
"14531",2034,"Gcm1"
"71538",2207,"Fbxo9"
"56542",6930,"Cilk1"
"19817",332,"Rn7sk"
"320295",1447,"C920006O11Rik"
"14860",958,"Gsta4"
"14857",861,"Gsta1"
"100042295",874,"Gsta13"
"100042314",874,"Gsta5"
"18379",1332,"Omt2a"
"382088",735,"Omt2b"
"14858",855,"Gsta2"
"434423",641,"Dppa5a"
"67968",1207,"Ooep"
"100048658",2209,"Ddx43"
"214763",4000,"Cgas"
"68291",2364,"Mto1"
"13627",1790,"Eef1a1"
"100503203",598,"Gm19592"
"235504",3201,"Slc17a5"
"235505",5867,"Cd109"
"100038575",3721,"Gm10635"
"12816",11659,"Col12a1"
"12866",754,"Cox7a2"
"100862063",385,NA
"69981",3660,"Tmem30a"
"100862068",1248,NA
"74633",1520,"4930429F24Rik"
"100503238",951,NA
"70598",4207,"Filip1"
"215351",4938,"Senp6"
"17920",7868,"Myo6"
"63859",3587,"Impg1"
"15551",1161,"Htr1b"
"319405",1855,"D430036J16Rik"
"75033",3061,"Mei4"
"65099",1893,"Irak1bp1"
"83946",10729,"Phip"
"94353",911,"Hmgn3"
"75782",4782,"Lca5"
"212531",3501,"Sh3bgrl2"
"100039222",1433,"Gm2109"
"83603",3054,"Elovl4"
"22137",3117,"Ttk"
"12040",1398,"Bckdhb"
"75253",1084,"4930554C24Rik"
"212943",5505,"Tent5a"
"108837",5650,"Ibtk"
"442799",2420,"9330154J02Rik"
"21983",3722,"Tpbg"
"70348",1828,"Ube3d"
"320615",9124,"Dop1a"
"109785",4582,"Pgm3"
"69519",1383,"Rwdd2a"
"17436",3577,"Me1"
"319556",1843,"A330041J22Rik"
"244954",2525,"Prss35"
"20616",4259,"Snap91"
"382089",502,"Ripply2"
"266690",2629,"Cyb5r4"
"666777",364,"Gm8282"
"244958",2076,"Mrap2"
"382090",5295,"Cep162"
"76365",4679,"Tbx18"
"23959",3580,"Nt5e"
"244962",3112,"Snx14"
"56403",7340,"Syncrip"
"72655",1011,"Snhg5"
"71640",3497,"Zfp949"
"547109",1836,"Trim43a"
"320692",3177,"9430037G07Rik"
"100039707",783,"Mthfsl"
"100039674",2464,"Gm10634"
"12047",796,"Bcl2a1d"
"666731",1990,"Trim43c"
"319673",2818,"9330159M07Rik"
"100039741",937,NA
"12044",796,"Bcl2a1a"
"666747",2262,"Trim43b"
"319213",743,"4930579C12Rik"
"12045",764,"Bcl2a1b"
"107885",768,"Mthfs"
"209743",4250,"Minar1"
"66111",1324,"Tmed3"
"330998",2475,"Ankrd34c"
"387179",69,"Mir184"
"74700",1451,"4930524O08Rik"
"19417",4729,"Rasgrf1"
"13036",1623,"Ctsh"
"21761",1983,"Morf4l1"
"108153",5346,"Adamts7"
"67016",5936,"Tbc1d2b"
"434428",1515,"Gm5620"
"22771",3350,"Zic1"
"22774",4088,"Zic4"
"100504689",1117,"Plscr5"
"22038",2141,"Plscr1"
"18828",1900,"Plscr2"
"78459",1052,"Plscr1l1"
"235527",3259,"Plscr4"
"78575",4069,"B430319G15Rik"
"26432",3712,"Plod2"
"331003",1708,"4933400C23Rik"
"78349",617,"1700034K08Rik"
"68861",3950,"Dipk2a"
"331004",3492,"Slc9a9"
"54371",6242,"Chst2"
"67958",7736,"U2surp"
"75552",2305,"Paqr9"
"76477",1866,"Pcolce2"
"22063",3014,"Trpc1"
"102502",3697,"Pls1"
"73410",2771,"1700065D16Rik"
"245000",8074,"Atr"
"100504734",3371,"Gm16794"
"24127",5506,"Xrn1"
"235533",2746,"Gk5"
"211586",7645,"Tfdp2"
"11933",1833,"Atp1b3"
"270185",790,"BC043934"
"19823",1132,"Rnf7"
"114713",5699,"Rasa2"
"245007",4091,"Zbtb38"
"319859",763,"E030011O05Rik"
"319707",1663,"C430002N11Rik"
"235534",3120,"Pxylp1"
"211949",2232,"Spsb4"
"100502670",4427,"Gm16010"
"100502694",3382,"Gm19325"
"192287",3061,"Slc25a36"
"78911",2463,"Trim42"
"64085",4351,"Clstn2"
"74080",2160,"Nmnat3"
"19659",2628,"Rbp1"
"100862273",624,NA
"19660",672,"Rbp2"
"75881",1152,"4930579K19Rik"
"50797",3043,"Copb2"
"64655",1216,"Mrps22"
"331011",1483,"E330023G01Rik"
"623166",1059,"Prr23a1"
"623186",762,"Prr23a2"
"71979",1814,"Prr23a3"
"546157",1504,"Prr23a4"
"768252",3732,"Foxl2os"
"26927",2520,"Foxl2"
"23873",1074,"Faim"
"382097",1337,"Gm1123"
"74769",4854,"Pik3cb"
"623459",785,"Faiml"
"68121",2580,"Cep70"
"272636",4491,"Esyt3"
"17532",4032,"Mras"
"623534",792,"Nme9"
"69797",864,"1600029I14Rik"
"74125",6870,"Armc8"
"83703",2103,"Dbr1"
"333424",2757,"A4gnt"
"72507",3928,"Dzip1l"
"56492",3121,"Cldn18"
"20669",2065,"Sox14"
"108970",577,"4930519F24Rik"
"213208",2478,"Il20rb"
"17973",1685,"Nck1"
"245020",1585,"Slc35g2"
"20842",6010,"Stag1"
"66904",2291,"Pccb"
"77853",4924,"Msl2"
"235542",7361,"Ppp2r3a"
"382099",846,"Gm5161"
"270190",4667,"Ephb1"
"442798",974,"9630041A04Rik"
"16716",5449,"Ky"
"28135",2696,"Cep63"
"69010",408,"Anapc13"
"56332",4191,"Amotl2"
"434510",931,"Gm5627"
"20187",3267,"Ryk"
"24059",4033,"Slco2a1"
"270192",4734,"Rab6b"
"100862137",1105,NA
"20818",2991,"Srprb"
"22041",2332,"Trf"
"71775",2275,"Inhca"
"235559",5112,"Topbp1"
"321022",4552,"Cdv3"
"100529079",2178,"5830418P13Rik"
"107993",1570,"Bfsp2"
"81907",3692,"Tmem108"
"100862157",520,NA
"319215",2765,"4932413F04Rik"
"100503358",2323,"Gm19654"
"74025",6426,"Nphp3"
"66663",2402,"Uba5"
"102632",3348,"Acad11"
"252837",2109,"Ackr4"
"235567",7697,"Dnajc13"
"56318",5957,"Acp3"
"100316725",75,"Mir2136"
"74020",3654,"Cpne4"
"94062",1531,"Mrpl3"
"75686",1606,"Nudt16"
"73532",871,"Nudt16l2"
"208583",2625,"Nek11"
"66595",2826,"Aste1"
"235574",5266,"Atp2c1"
"100503387",3334,"Gm19667"
"434434",737,"Gm5621"
"75669",4884,"Pik3r4"
"100503431",830,NA
"245026",7471,"Col6a6"
"665033",9297,"Col6a5"
"68553",7439,"Col6a4"
"235582",4226,"Glyctk"
"387153",90,"Mir135a-1"
"77305",4313,"Wdr82"
"387249",88,"Mirlet7g"
"67905",2070,"Ppm1m"
"23999",1594,"Twf2"
"81897",3471,"Tlr9"
"11655",2702,"Alas1"
"70235",1707,"Poc1a"
"235584",3213,"Dusp7"
"19944",710,"Rpl29"
"109652",1431,"Acy1"
"68644",1434,"Abhd14a"
"76491",1475,"Abhd14b"
"59092",2039,"Pcbp4"
"436090",1981,"Gpr62"
"235587",2633,"Parp3"
"27966",1537,"Rrp9"
"74267",634,"Iqcf1"
"75470",544,"Iqcf5"
"68265",1122,"Iqcf3"
"67320",727,"Iqcf4"
"100041096",474,"Iqcf6"
"108068",3323,"Grm2"
"21767",1854,"Tex264"
"81000",9326,"Rad54l2"
"321006",5392,"Dcaf1"
"109095",3016,"Rbm15b"
"74840",2206,"Manf"
"100862194",821,NA
"208869",9063,"Dock3"
"102626",2816,"Mapkapk3"
"12700",2161,"Cish"
"69536",2194,"Hemk1"
"235599",2552,"6430571L13Rik"
"56808",5543,"Cacna2d2"
"56395",2177,"Tmem115"
"56368",1782,"Cyb561d2"
"56032",1458,"Nprl2"
"114602",1753,"Zmynd10"
"56289",2130,"Rassf1"
"80385",1661,"Tusc2"
"15587",1849,"Hyal2"
"15586",2179,"Hyal1"
"56441",1998,"Naa80"
"109685",1830,"Hyal3"
"15983",1980,"Ifrd2"
"434436",512,"Lsmem2"
"20347",3436,"Sema3b"
"14678",2177,"Gnai2"
"76257",2726,"Slc38a3"
"100862215",1513,NA
"14685",2208,"Gnat1"
"100862235",946,NA
"20350",3393,"Sema3f"
"83486",3087,"Rbm5"
"19654",3989,"Rbm6"
"72825",2095,"Mon1a"
"19882",4706,"Mst1r"
"67722",3993,"Actl11"
"235604",3031,"Camkv"
"22036",2697,"Traip"
"74153",3162,"Uba7"
"68176",1062,"Inka1"
"69398",2375,"Cdhr4"
"27399",4412,"Ip6k1"
"331026",1789,"Gmppb"
"84585",4314,"Rnf123"
"320844",2543,"Amigo3"
"15235",2286,"Mst1"
"235606",2391,"Apeh"
"12217",15937,"Bsn"
"13138",4415,"Dag1"
"66257",2103,"Nicn1"
"434437",1325,"Amt"
"102791",1629,"Tcta"
"11848",2126,"Rhoa"
"14775",1045,"Gpx1"
"22258",3668,"Usp4"
"112418",1101,"1700102P08Rik"
"434438",2878,"Iho1"
"434439",687,"BC048562"
"78267",2953,"Klhdc8b"
"72454",3108,"Ccdc71"
"16779",5624,"Lamb2"
"71472",5218,"Usp19"
"97541",2722,"Qars1"
"69232",3362,"Qrich1"
"23918",1632,"Impdh2"
"66706",1067,"Ndufaf3"
"387186",74,"Mir191"
"723864",85,"Mir425"
"67789",1737,"Dalrd3"
"83669",4092,"Wdr6"
"74443",1810,"P4htm"
"23807",3924,"Arih2"
"57279",1783,"Slc25a20"
"19087",4041,"Prkar2a"
"76500",1842,"Ip6k2"
"80987",2870,"Nckipsd"
"107934",11547,"Celsr3"
"171429",3143,"Slc26a6"
"69384",538,"Tmem89"
"22273",1656,"Uqcrc1"
"12836",9198,"Col7a1"
"751536",82,"Mir711"
"171530",1002,"Ucn2"
"270198",3361,"Pfkfb4"
"66940",1931,"Shisa5"
"22040",1137,"Trex1"
"235610",2572,"Atrip"
"100862078",525,NA
"66167",637,"Tma7"
"66658",2397,"Ccdc51"
"665413",2163,NA
"235611",8600,"Plxnb1"
"100503119",763,NA
"320082",1486,"Fbxw21"
"211305",1485,"Fbxw13"
"434440",1481,"Fbxw20"
"50757",1497,"Fbxw14"
"668758",1839,"Fbxw28"
"382156",1827,"Fbxw22"
"320083",1511,"Fbxw16"
"235612",1462,"Fbxw19"
"635668",1472,"Fbxw23"
"382105",1495,"Fbxw15"
"382106",1490,"Fbxw24"
"546160",1484,"Fbxw25"
"546161",1519,"Fbxw18"
"382109",1824,"Fbxw26"
"76998",1557,"Fbxw27"
"78709",680,"Spink8"
"378954",1279,"3000002C10Rik"
"54369",1025,"Nme6"
"12796",599,"Camp"
"12530",3627,"Cdc25a"
"17758",8818,"Map4"
"100862290",452,NA
"72831",4500,"Dhx30"
"100038739",2633,"Gm10615"
"20588",5673,"Smarcc1"
"29873",3871,"Cspg5"
"72341",2064,"Elp6"
"235623",4286,"Scap"
"104831",5336,"Ptpn23"
"18054",1161,"Ngp"
"270201",4530,"Klhl18"
"16578",3489,"Kif9"
"235626",8350,"Setd2"
"67169",1164,"Nradd"
"235627",8803,"Nbeal2"
"72654",821,"Ccdc12"
"19228",2721,"Pth1r"
"17897",898,"Myl3"
"235628",1555,"Prss42"
"73336",1838,"Prss44"
"272643",1995,"Prss43"
"260408",1232,"Prss45"
"74306",1257,"Prss46"
"235631",1455,"Prss50"
"20776",2437,"Tmie"
"235633",5224,"Als2cl"
"235634",499,"Fam240a"
"21667",1927,"Cripto"
"74249",3657,"Lrrc2"
"235636",2460,"Rtp3"
"100038395",1067,"1700061E17Rik"
"17002",2742,"Ltf"
"100504625",433,NA
"54199",2110,"Ccrl2"
"71268",3260,"Lrrfip2"
"17350",2598,"Mlh1"
"77781",7249,"Epm2aip1"
"320429",10520,"Trank1"
"245038",3498,"Dclk3"
"20840",2515,"Stac"
"74100",10727,"Arpp21"
"723815",76,"Mir128-2"
"100504643",2923,"Gm20326"
"620760",6551,"2900079G21Rik"
"100043801",908,NA
"102688",2179,"AU023762"
"18571",5975,"Pdcd6ip"
"76499",6550,"Clasp2"
"22221",3853,"Ubp1"
"72179",3203,"Fbxl2"
"382111",3874,"Susd5"
"77049",2698,"4921528I07Rik"
"12046",444,"Bcl2a1c"
"75100",936,"4930525D18Rik"
"75116",1255,"4930520O04Rik"
"56693",1714,"Crtap"
"100504715",6856,"Tmppe"
"12091",2353,"Glb1"
"12773",2787,"Ccr4"
"636931",5197,"Trim71"
"78893",2983,"Cnot10"
"235661",2046,"Dync1li1"
"67213",3352,"Cmtm6"
"102545",1137,"Cmtm7"
"70031",1064,"Cmtm8"
"333433",4393,"Gpd1l"
"100043813",374,"Rps27rt"
"74486",1872,"Osbpl10"
"100862039",1220,NA
"68292",4221,"Stt3b"
"111186",979,"Stmn1-rs1"
"73856",807,"4930428G15Rik"
"73748",3652,"Gadl1"
"668829",556,"Gm9385"
"21813",4788,"Tgfbr2"
"207181",8216,"Rbms3"
"100502649",1657,NA
"100039681",378,"Zcwpw2"
"27215",4773,"Azi2"
"67899",1188,"Cmc1"
"100502695",1187,"Gm17399"
"71196",837,"4933432G23Rik"
"13813",3715,"Eomes"
"54214",7532,"Golga4"
"104099",7091,"Itga9"
"100039768",1327,"1700024F20Rik"
"69274",4627,"Ctdspl"
"387218",90,"Mir26a-1"
"22351",2915,"Vill"
"18799",2651,"Plcd1"
"320256",5263,"Dlec1"
"235674",1669,"Acaa1b"
"382113",2198,"Slc22a14"
"102570",2008,"Slc22a13"
"109280",1455,"Slc22a13b"
"108737",4776,"Oxsr1"
"17874",1905,"Myd88"
"113868",1758,"Acaa1a"
"102448",3978,"Xylb"
"11481",1710,"Acvr2b"
"208194",3888,"Exog"
"20271",8547,"Scn5a"
"20264",6420,"Scn10a"
"24046",5837,"Scn11a"
"67561",3821,"Wdr48"
"74498",3483,"Gorasp1"
"74052",4182,"Ttc21a"
"215418",2890,"Csrnp1"
"22437",5839,"Xirp1"
"13051",3729,"Cx3cr1"
"12776",1156,"Ccr8"
"208638",1583,"Slc25a38"
"16785",1861,"Rpsa"
"104433",130,"Snora62"
"546166",1723,"Gm5922"
"17433",4440,"Mobp"
"245049",4762,"Myrip"
"68969",917,"Eif1b"
"215446",3453,"Entpd3"
"67115",935,"Rpl14"
"100502773",1323,NA
"100502807",2190,NA
"76402",642,"1700020M21Rik"
"78060",583,"4930593C16Rik"
"12387",3623,"Ctnnb1"
"209012",4078,"Ulk4"
"67095",4886,"Trak1"
"12424",686,"Cck"
"69032",996,"Lyzl4"
"75384",726,"Lyzl4os"
"22354",4902,"Vipr1"
"215474",5783,"Sec22c"
"26901",517,"Ss18l2"
"18087",7015,"Nktr"
"320301",3304,"E530011L22Rik"
"270210",6353,"Zbtb47"
"72330",2455,"Klhl40"
"74770",1995,"Hhatl"
"100502861",2640,"Ccdc13"
"56295",1873,"Higd1a"
"59289",2784,"Ackr2"
"13124",1950,"Cyp8b1"
"69430",1848,"1700048O20Rik"
"100502928",1138,"9430032J07Rik"
"245050",3723,"Gask1a"
"215494",2369,"Pomgnt2"
"20623",4845,"Snrk"
"102566",2599,"Ano10"
"67469",3148,"Abhd5"
"654800",566,"A730085K08Rik"
"319626",3978,"9530059O14Rik"
"387156",99,"Mir138-1"
"671232",4969,"Topaz1"
"382117",3039,"Tcaim"
"235682",6189,"Zfp445"
"331045",2504,"A530083I20Rik"
"382118",2228,"Zkscan7"
"666257",1629,"Zfp660"
"22646",2004,"Zfp105"
"66202",3361,"1110059G10Rik"
"209737",4823,"Kif15"
"66079",1045,"Tmem42"
"331046",2767,"Tgm4"
"69035",6987,"Zdhhc3"
"66446",1037,"Exosc7"
"21922",992,"Clec3b"
"109332",3849,"Cdcp1"
"72309",1733,"Tmem158"
"100502992",792,NA
"102436",3881,"Lars2"
"29806",4853,"Limd1"
"83493",3433,"Sacm1l"
"22599",3287,"Slc6a20b"
"102680",1894,"Slc6a20a"
"654467",1428,"Gm10052"
"93730",3421,"Lztfl1"
"12769",4392,"Ccr9"
"17281",8058,"Fyco1"
"80901",1893,"Cxcr6"
"23832",4453,"Xcr1"
"12768",2831,"Ccr1"
"12770",1460,"Ccr1l1"
"12771",3273,"Ccr3"
"12772",3589,"Ccr2"
"12774",2926,"Ccr5"
"630836",2759,"2010315B03Rik"
"100861606",991,NA
"235779",2404,"Nlrp4g"
"75135",1210,"4930526I15Rik"
"671650",3165,"Gm20783"
"19054",2517,"Ppp2r3d"
"17724",955,"mt-Rnr1"
"17725",1582,"mt-Rnr2"
"17716",957,"mt-Nd1"
"17717",1038,"mt-Nd2"
"17708",1545,"mt-Co1"
"17709",684,"mt-Co2"
"17706",204,"mt-Atp8"
"17705",681,"mt-Atp6"
"17710",784,"mt-Co3"
"17718",348,"mt-Nd3"
"17720",297,"mt-Nd4l"
"17719",1378,"mt-Nd4"
"17721",1824,"mt-Nd5"
"17722",519,"mt-Nd6"
"17711",1144,"mt-Cytb"
"673652",389,"LOC673652"
"100042019",537,"LOC100042019"
"100861749",3698,"LOC100861749"
"100861738",2223,"LOC100861738"
"66776",2863,"Pisd-ps3"
"100861966",1904,"Btbd35f23"
"100861971",1497,"Btbd35f24"
"668958",1960,"Btbd35f11"
"630022",1960,"Btbd35f18"
"668960",1952,"Btbd35f10"
"74851",778,"Spin2-ps1"
"100042159",1960,"Btbd35f16"
"100042168",1949,"Btbd35f3"
"627264",1960,"Btbd35f28"
"668963",1960,"Btbd35f20"
"668964",1960,"Btbd35f17"
"546185",1955,"Gm5925"
"100042254",1491,"Btbd35f4"
"100042275",1943,"Btbd35f27"
"434724",1406,"Gm14367"
"17870",2362,"Mycs"
"434725",1960,"Btbd35f7"
"58242",2623,"Nudt11"
"102991",2203,"Ezhip"
"102954",1751,"Nudt10"
"12155",3063,"Bmp15"
"208431",4428,"Shroom4"
"71422",904,"5430428K19Rik"
"331374",7158,"Dgkk"
"209091",4554,"Ccnb3"
"11643",2994,"Akap4"
"12728",4353,"Clcn5"
"723974",92,"Mir500"
"751560",109,"Mir501"
"723851",65,"Mir362"
"387183",68,"Mir188"
"751544",96,"Mir532"
"54651",3240,"Usp27x"
"100270707",1878,"Gm14379"
"68355",946,"2010204K13Rik"
"54646",3328,"Ppp1r3f"
"78185",3456,"Flicr"
"20371",3928,"Foxp3"
"54638",2256,"Ccdc22"
"54652",6075,"Cacna1f"
"20977",2482,"Syp"
"54630",2376,"Prickle3"
"18824",870,"Plp2"
"54634",2908,"Magix"
"209416",3575,"Gpkow"
"54636",1568,"Wdr45"
"54637",1206,"Praf2"
"54648",3641,"Ccdc120"
"209446",3274,"Tfe3"
"54645",2922,"Gripap1"
"100316807",121,"Mir1198"
"16506",1956,"Kcnd1"
"54644",2493,"Otud5"
"18715",2041,"Pim2"
"22232",2715,"Slc35a2"
"54633",1334,"Pqbp1"
"21855",1641,"Timm17b"
"30052",2193,"Pcsk1n"
"353283",1077,"Eras"
"15185",4142,"Hdac6"
"14460",1807,"Gata1"
"69824",672,"Glod5"
"668975",1201,NA
"20937",3116,"Suv39h1"
"100504708",683,NA
"22376",2094,"Was"
"627782",1454,"Gm6787"
"73447",4233,"Wdr13"
"19652",3504,"Rbm3"
"70226",841,"Rbm3os"
"209815",2648,"Tbc1d25"
"13595",1741,"Ebp"
"53627",1896,"Porcn"
"54632",3425,"Ftsj1"
"209837",1857,"Slc38a5"
"385312",877,"Ssxb10"
"387131",877,"Ssxb9"
"67985",875,"Ssxb1"
"387132",929,"Ssxb2"
"546263",540,"Ssxb15"
"668976",522,"Ssxb6"
"278174",604,"Ssxb3"
"387284",640,"Ssxb7"
"631002",518,"Ssxb8"
"382206",604,"Ssxb13"
"387586",602,"Ssxb5"
"625480",507,"Ssxb14"
"436188",504,"Ssxb16"
"102941",2612,"B630019K06Rik"
"434726",842,"Fthl17b"
"434727",850,"Fthl17c"
"100042782",856,"Fthl17d"
"83457",848,"Fthl17e"
"434728",695,"Fthl17-ps1"
"434729",733,"Fthl17f"
"75775",1781,"4930402K13Rik"
"236285",3920,"Lancl3"
"22439",5043,"Xk"
"76383",525,"H2al1m"
"547154",539,"H2al1k"
"100862340",582,NA
"13058",4752,"Cybb"
"333452",432,"H2al1o"
"67117",2153,"Dynlt3"
"67334",554,"H2ap"
"385317",550,"H2al3"
"236643",2301,"Sytl5"
"51795",2456,"Srpx"
"19893",6751,"Rpgr"
"18416",2265,"Otc"
"71180",524,NA
"21912",1774,"Tspan7"
"68041",2059,"Mid1ip1"
"100042922",501,"H2al1a"
"100042927",490,"H2al1b"
"100042929",318,"H2al1c"
"100042931",318,"H2al1d"
"547160",494,"H2al1e"
"100042939",318,"H2al1f"
"100042943",509,"H2al1g"
"100042944",442,"H2al1h"
"100042946",318,"H2al1i"
"236663",330,"H2al1j"
"71458",7011,"Bcor"
"72937",1359,NA
"100043946",1412,"Gm14635"
"70495",2368,"Atp6ap2"
"245347",939,"Gm4984"
"69155",2572,"1810030O07Rik"
"26896",7361,"Med14"
"552913",1662,"Gm14634"
"70489",887,"5730405O15Rik"
"22284",11903,"Usp9x"
"100043002",747,"Llph-ps2"
"72122",701,"2010308F09Rik"
"13205",4571,"Ddx3x"
"236690",3621,"Nyx"
"12361",8260,"Cask"
"23890",1898,"Gpr34"
"319200",2497,"Gpr82"
"385328",510,"H2al1n"
"67395",904,"Ppp1r2-ps9"
"100503053",345,"Gm14517"
"66742",673,"Cypt1"
"17161",4161,"Maoa"
"109731",2412,"Maob"
"17986",1929,"Ndp"
"74405",2554,"Efhc2"
"72018",1950,"Fundc1"
"278181",4512,"Gm5073"
"436196",4512,"Gm5755"
"331391",4512,"Gm5123"
"73547",825,"Dusp21"
"22289",5265,"Kdm6a"
"75905",1799,"Dipk2b"
"723827",95,"Mir221"
"723828",79,"Mir222"
"100503338",5060,"Gm14636"
"278255",872,"Tex13c3"
"60322",2196,"Chst7"
"236727",2469,"Slc9a7"
"19889",3786,"Rp2"
"382207",2472,"Jade3"
"19733",1574,"Rgn"
"104130",853,"Ndufb11"
"236732",3718,"Rbm10"
"22201",4120,"Uba1"
"18555",3042,"Cdk16"
"236733",3464,"Usp11"
"11836",3237,"Araf"
"20964",3213,"Syn1"
"21857",890,"Timp1"
"18636",1524,"Cfp"
"13712",3540,"Elk1"
"22294",833,"Uxt"
"320742",2201,"A230072C01Rik"
"319535",5944,"Zfp182"
"278203",640,"Spaca5"
"245368",4658,"Zfp300"
"385338",493,"Ssxa1"
"100503481",1719,"4930453H23Rik"
"629024",771,"Gm6938"
"331392",1975,"Gm5124"
"11609",2868,"Agtr2"
"56774",3433,"Slc6a14"
"76705",1948,"Ppp1r2-ps7"
"67455",3222,"Klhl13"
"72404",4113,"Wdr44"
"236749",1310,"Tesl1"
"546272",2588,"Gm5934"
"100043216",2579,"Gm4297"
"546282",875,"Gm5935"
"100040417",888,"Gm2759"
"382277",886,"Gm5169"
"100038977",1131,"Gm1993"
"100038997",636,"Gm2003"
"100503930",671,NA
"382275",824,"Gm5168"
"100039030",892,"Gm2012"
"100039065",1129,"Gm2030"
"100039078",659,"Gm2036"
"664829",924,"Slx"
"100039120",893,"Gm14525"
"619991",893,"Gm6121"
"664844",645,NA
"664861",740,"Gm7375"
"100042175",894,"Gm10230"
"100039194",888,NA
"100039208",1682,NA
"664877",749,"Gm7386"
"100039240",889,"Gm10058"
"664890",740,"Gm7391"
"22526",907,"Gm4836"
"100039324",864,"Gm10147"
"100039334",1682,"Gm2165"
"664923",749,"Gm7408"
"100039377",907,"Gm10096"
"664944",740,"Gm7415"
"100862354",645,NA
"100042087",749,"Gm3657"
"100042103",2128,"Gm3669"
"100042109",874,"Gm10488"
"100042122",740,"Gm3681"
"100042144",894,"Gm14632"
"100504357",1682,"Gm14974"
"664989",740,"Gm7438"
"100039467",907,"Gm10487"
"100862067",1497,"Btbd35f29"
"100040467",950,NA
"100040458",1497,"Btbd35f26"
"100040448",1497,"Btbd35f19"
"100862118",711,"Spin2e"
"100862274",1497,"Btbd35f25"
"100862314",778,"Spin2j"
"100862323",1497,"Btbd35f22"
"100040482",1949,"Btbd35f2"
"71847",1955,"Btbd35f1"
"100862329",1921,"Btbd35f21"
"100862341",1497,"Btbd35f30"
"100040533",1950,"Btbd35f5"
"100040552",778,"Gm2837"
"100040606",1951,"Btbd35f12"
"100039419",1428,"Gm2223"
"100040698",1960,"Btbd35f15"
"100040732",1701,"Btbd35f14"
"100040781",1497,"Btbd35f6"
"100862369",1497,"Btbd35f9"
"100862389",1497,"Btbd35f8"
"100039522",740,"Gm2288"
"100503691",1682,"Gm14552"
"100039550",924,"Gm10486"
"100039573",740,"Gm2318"
"100039585",894,"Gm14819"
"75974",6665,"Dock11"
"16164",3686,"Il13ra1"
"72693",2189,"Zcchc12"
"547166",612,"Gm6023"
"74365",7370,"Lonrf3"
"621901",300,"Ct47"
"53328",1838,"Pgrmc1"
"338351",6153,"Akap17b"
"194744",1111,"Slc25a43"
"11740",1238,"Slc25a5"
"69591",1038,"Mdrl"
"100503771",701,NA
"77644",3340,"Steep1"
"22209",1661,"Ube2a"
"77286",3268,"Nkrf"
"100534633",460,"Gm15008"
"56526",6698,"Septin6"
"245381",1574,"Sowahd"
"67248",394,"Rpl39"
"100503795",309,"Gm19899"
"104369",122,"Snora69"
"68134",2188,"Upf3b"
"67050",4262,"Nkap"
"434756",1792,"Akap14"
"54405",494,"Ndufa1"
"69942",1125,"Rnf113a1"
"194854",1663,"Gm9"
"385343",883,"Rhox1"
"75199",783,"Rhox2a"
"382209",1048,"Rhox3a"
"664609",891,"Rhox4a"
"100861623",828,"Rhox3a2"
"100861640",880,"Rhox4a2"
"100039913",761,"Rhox2b"
"57737",886,"Rhox4b"
"100039948",779,"Rhox2c"
"100135654",648,"Rhox3c"
"434759",903,"Rhox4c"
"434760",795,"Rhox2d"
"546295",3963,"Rhox3d-ps"
"664610",759,"Rhox4d"
"100040016",779,"Rhox2e"
"100135657",648,"Rhox3e"
"194856",977,"Rhox4e"
"434764",779,"Rhox2f"
"621852",833,"Rhox3f"
"636177",929,"Rhox4f"
"546294",720,"Rhox3g"
"434766",800,"Rhox2g"
"664608",978,"Rhox4g"
"434758",1053,"Rhox3h"
"622301",779,"Rhox2h"
"622311",657,"Rhox2-ps"
"18617",756,"Rhox5"
"19202",865,"Rhox6"
"547168",983,"Rhox7a"
"434768",1206,"Rhox8"
"104384",882,"Rhox9"
"436199",825,"Btg1b"
"194735",1194,"Btg1c"
"434769",760,"Rhox10"
"194738",805,"Rhox11"
"382282",935,"Rhox12"
"73614",1254,"Rhox13"
"56805",5122,"Zbtb33"
"245386",3427,"Tmem255a"
"100526512",80,"Mir3110"
"67821",4062,"Atp1b4"
"16784",4111,"Lamp2"
"72584",5061,"Cul4b"
"68995",876,"Mcts1"
"59048",1507,"C1galt1c1"
"77883",1184,"6030498E09Rik"
"78631",520,"Cypt15-ps"
"100504400",508,"Cypt14-ps"
"53623",5192,"Gria3"
"331401",7619,"Thoc2"
"11798",6550,"Xiap"
"20843",6089,"Stag2"
"100039899",1549,"Tex13d"
"20400",819,"Sh2d1a"
"23963",8365,"Tenm1"
"236774",2243,NA
"245403",2881,"Dcaf12l2"
"245404",3534,"Dcaf12l1"
"68800",1110,"Prr32"
"75133",769,"4930515L19Rik"
"73360",1339,"Actrt1"
"434775",3505,"Gm5636"
"93761",4055,"Smarca1"
"320634",5184,"Ocrl"
"30878",3148,"Apln"
