"NGenes","Direction","PValue","FDR","Contrast"
150,"Down",0.480230485295195,0.686150268659386,"L.LvsV.SWEET_KRAS_ONCOGENIC_SIGNATURE"
63,"Down",0.480306849982047,0.686150268659386,"L.LvsV.BENPORATH_ES_2"
40,"Up",0.480392058234849,0.686150268659386,"L.LvsV.PARK_TRETINOIN_RESPONSE_AND_RARA_PLZF_FUSION"
13,"Down",0.480605128090482,0.686277312296559,"L.LvsV.MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_29"
18,"Down",0.48087677764121,0.686487917267816,"L.LvsV.BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP"
6,"Up",0.481095032259803,0.686612252079361,"L.LvsV.BIOCARTA_SUMO_PATHWAY"
306,"Up",0.481212240334151,0.686612252079361,"L.LvsV.ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP"
140,"Up",0.481429961180937,0.686662214016098,"L.LvsV.REACTOME_MITOTIC_SPINDLE_CHECKPOINT"
19,"Down",0.481495641841276,0.686662214016098,"L.LvsV.REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING"
69,"Up",0.48207527648091,0.687311553291117,"L.LvsV.KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY"
17,"Down",0.482214949371586,0.687333450651069,"L.LvsV.SHI_SPARC_TARGETS_DN"
24,"Up",0.482446533365881,0.687486310046381,"L.LvsV.HOLLEMAN_DAUNORUBICIN_B_ALL_UP"
19,"Down",0.483002834997736,0.688101694074332,"L.LvsV.YIH_RESPONSE_TO_ARSENITE_C5"
761,"Up",0.483237652165073,0.688258881715788,"L.LvsV.KEGG_OLFACTORY_TRANSDUCTION"
97,"Down",0.483464801807199,0.688405070613445,"L.LvsV.GRADE_COLON_VS_RECTAL_CANCER_DN"
67,"Up",0.48392876879474,0.688830270299212,"L.LvsV.PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP"
112,"Down",0.484012588191795,0.688830270299212,"L.LvsV.DELASERNA_MYOD_TARGETS_DN"
112,"Down",0.484323249426992,0.689095019578445,"L.LvsV.PID_E2F_PATHWAY"
61,"Down",0.484554445723417,0.689246599023611,"L.LvsV.PID_CERAMIDE_PATHWAY"
38,"Down",0.485057020718072,0.689784019431641,"L.LvsV.KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD"
27,"Up",0.485316705266642,0.689863212075602,"L.LvsV.WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_UP"
51,"Up",0.485426489636708,0.689863212075602,"L.LvsV.VALK_AML_CLUSTER_5"
95,"Up",0.485487024450383,0.689863212075602,"L.LvsV.PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP"
236,"Down",0.485902033437139,0.690249727847057,"L.LvsV.TIEN_INTESTINE_PROBIOTICS_6HR_DN"
18,"Down",0.486008715953806,0.690249727847057,"L.LvsV.REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES"
43,"Up",0.486241531933081,0.690403038022087,"L.LvsV.NEWMAN_ERCC6_TARGETS_UP"
32,"Down",0.486555880950319,0.690672006617283,"L.LvsV.REACTOME_HS_GAG_BIOSYNTHESIS"
1419,"Down",0.486862573898279,0.690929972044042,"L.LvsV.BENPORATH_NANOG_TARGETS"
28,"Down",0.487539512482307,0.691466697624987,"L.LvsV.REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION"
7,"Down",0.487544314373261,0.691466697624987,"L.LvsV.BIOCARTA_FOSB_PATHWAY"
53,"Down",0.487643028475463,0.691466697624987,"L.LvsV.EINAV_INTERFERON_SIGNATURE_IN_CANCER"
54,"Down",0.487741023826632,0.691466697624987,"L.LvsV.CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP"
14,"Up",0.488160991814207,0.691744165093687,"L.LvsV.REACTOME_PEXOPHAGY"
54,"Down",0.488186965490246,0.691744165093687,"L.LvsV.WANG_RESPONSE_TO_BEXAROTENE_DN"
31,"Down",0.488351422329135,0.691799901116522,"L.LvsV.MATZUK_POSTIMPLANTATION_AND_POSTPARTUM"
18,"Down",0.488486691309506,0.691806784243452,"L.LvsV.MAINA_VHL_TARGETS_UP"
36,"Down",0.488647684161023,0.691806784243452,"L.LvsV.REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS"
75,"Down",0.48881656727973,0.691806784243452,"L.LvsV.JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP"
17,"Up",0.488856774469012,0.691806784243452,"L.LvsV.NIKOLSKY_BREAST_CANCER_14Q22_AMPLICON"
277,"Down",0.489205965292742,0.692014415738833,"L.LvsV.REACTOME_ESR_MEDIATED_SIGNALING"
40,"Up",0.489424218756029,0.692014415738833,"L.LvsV.REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE"
5,"Down",0.489576624074479,0.692014415738833,"L.LvsV.JONES_TCOF1_TARGETS"
103,"Down",0.489625942374307,0.692014415738833,"L.LvsV.WU_APOPTOSIS_BY_CDKN1A_VIA_TP53"
37,"Down",0.489629299036049,0.692014415738833,"L.LvsV.TERAMOTO_OPN_TARGETS_CLUSTER_4"
53,"Down",0.490294646818976,0.692777690330211,"L.LvsV.REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS"
1037,"Up",0.490695058999095,0.69316632120746,"L.LvsV.CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3"
121,"Down",0.490877099483661,0.693246355822519,"L.LvsV.YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_1"
12,"Down",0.491854424698759,0.694353677733938,"L.LvsV.YAMANAKA_GLIOBLASTOMA_SURVIVAL_DN"
296,"Up",0.491912345032345,0.694353677733938,"L.LvsV.REACTOME_HIV_INFECTION"
111,"Down",0.492093595427175,0.694432233056878,"L.LvsV.HOFMANN_CELL_LYMPHOMA_UP"
110,"Down",0.492731361840017,0.694986652713065,"L.LvsV.ROSS_AML_WITH_CBFB_MYH11_FUSION"
106,"Down",0.492737869168966,0.694986652713065,"L.LvsV.WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER"
42,"Up",0.493250637831884,0.695532460232717,"L.LvsV.TERAO_AOX4_TARGETS_HG_UP"
114,"Up",0.49382499361786,0.696164811247616,"L.LvsV.REACTOME_METABOLISM_OF_NUCLEOTIDES"
29,"Down",0.494045057181794,0.696297507305159,"L.LvsV.SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC_DN"
57,"Up",0.494620489311213,0.696930857645692,"L.LvsV.ABBUD_LIF_SIGNALING_1_UP"
62,"Up",0.495498476734554,0.697942655117063,"L.LvsV.ZHAN_MULTIPLE_MYELOMA_HP_DN"
151,"Up",0.495591040692637,0.697942655117063,"L.LvsV.MORI_IMMATURE_B_LYMPHOCYTE_DN"
46,"Down",0.496215999532276,0.698644833566069,"L.LvsV.REACTOME_HIV_TRANSCRIPTION_ELONGATION"
132,"Down",0.496486279875257,0.698747953210733,"L.LvsV.MILI_PSEUDOPODIA"
202,"Up",0.496541998221192,0.698747953210733,"L.LvsV.REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS"
26,"Up",0.496948075431649,0.699098856180176,"L.LvsV.SCIBETTA_KDM5B_TARGETS_UP"
21,"Up",0.49704424012376,0.699098856180176,"L.LvsV.KRISHNAN_FURIN_TARGETS_DN"
24,"Down",0.497231463298061,0.699184323645722,"L.LvsV.INAMURA_LUNG_CANCER_SCC_DN"
13,"Down",0.498072064732742,0.700188264914145,"L.LvsV.FUNG_IL2_SIGNALING_2"
36,"Down",0.498313477273416,0.700237563559932,"L.LvsV.REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY"
18,"Up",0.498360429120697,0.700237563559932,"L.LvsV.BIOCARTA_TCRA_PATHWAY"
158,"Up",0.498784384981965,0.700585278619919,"L.LvsV.NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP"
1026,"Down",0.498861320659544,0.700585278619919,"L.LvsV.GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN"
20,"Up",0.499421341499837,0.701019606420393,"L.LvsV.HEDVAT_ELF4_TARGETS_UP"
1049,"Up",0.499578139650877,0.701019606420393,"L.LvsV.KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP"
492,"Down",0.499605370752263,0.701019606420393,"L.LvsV.REACTOME_LEISHMANIA_INFECTION"
114,"Down",0.499803746637877,0.701019606420393,"L.LvsV.STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN"
142,"Up",0.499804537621485,0.701019606420393,"L.LvsV.REACTOME_ANTIMICROBIAL_PEPTIDES"
109,"Down",0.500137644827508,0.701290625290342,"L.LvsV.THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP"
25,"Up",0.500251442601756,0.701290625290342,"L.LvsV.REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1"
101,"Down",0.500662957561028,0.701689605159676,"L.LvsV.BRIDEAU_IMPRINTED_GENES"
231,"Down",0.501354496976485,0.702480743482764,"L.LvsV.REACTOME_MITOTIC_G2_G2_M_PHASES"
17,"Up",0.501628564165566,0.702686681345684,"L.LvsV.REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE"
51,"Up",0.501989414735819,0.702796325485064,"L.LvsV.REACTOME_HIV_TRANSCRIPTION_INITIATION"
71,"Down",0.502117430576218,0.702796325485064,"L.LvsV.SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP"
518,"Down",0.502259677144812,0.702796325485064,"L.LvsV.FARMER_BREAST_CANCER_APOCRINE_VS_BASAL"
51,"Down",0.502304454005253,0.702796325485064,"L.LvsV.BIOCARTA_BCR_PATHWAY"
59,"Down",0.502342390724719,0.702796325485064,"L.LvsV.NIKOLSKY_BREAST_CANCER_12Q13_Q21_AMPLICON"
114,"Up",0.502907307941367,0.703108867794224,"L.LvsV.REACTOME_O_LINKED_GLYCOSYLATION"
50,"Up",0.502936947979255,0.703108867794224,"L.LvsV.JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER"
110,"Down",0.50294729103385,0.703108867794224,"L.LvsV.REACTOME_POTASSIUM_CHANNELS"
192,"Down",0.503207042134902,0.703294169859422,"L.LvsV.LE_EGR2_TARGETS_UP"
34,"Up",0.503350372880541,0.703316707519968,"L.LvsV.STEGER_ADIPOGENESIS_UP"
24,"Down",0.503807297979816,0.703673276123496,"L.LvsV.LEE_METASTASIS_AND_RNA_PROCESSING_UP"
55,"Down",0.503966000502346,0.703673276123496,"L.LvsV.ROY_WOUND_BLOOD_VESSEL_DN"
40,"Down",0.504096067302791,0.703673276123496,"L.LvsV.REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY"
41,"Up",0.504114640391602,0.703673276123496,"L.LvsV.TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN"
10,"Up",0.504746904831723,0.704356364949648,"L.LvsV.REACTOME_DISEASES_OF_DNA_REPAIR"
16,"Up",0.504858794410464,0.704356364949648,"L.LvsV.REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC"
89,"Up",0.5054818989477,0.704724751522447,"L.LvsV.CUI_TCF21_TARGETS_DN"
189,"Up",0.505499180597773,0.704724751522447,"L.LvsV.DURCHDEWALD_SKIN_CARCINOGENESIS_UP"
135,"Down",0.505680099742086,0.704724751522447,"L.LvsV.ANDERSEN_CHOLANGIOCARCINOMA_CLASS1"
7,"Up",0.505746583118011,0.704724751522447,"L.LvsV.REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY"
52,"Down",0.505760139996576,0.704724751522447,"L.LvsV.PID_GMCSF_PATHWAY"
101,"Down",0.505968780179944,0.704755973030824,"L.LvsV.KEGG_APOPTOSIS"
33,"Up",0.506037477470134,0.704755973030824,"L.LvsV.BIOCARTA_TOLL_PATHWAY"
90,"Down",0.506214260765913,0.704824640587946,"L.LvsV.TENEDINI_MEGAKARYOCYTE_MARKERS"
15,"Down",0.507060937256628,0.705825760848917,"L.LvsV.REACTOME_SIGNAL_ATTENUATION"
15,"Up",0.507269335686269,0.705844847036179,"L.LvsV.REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION"
31,"Down",0.507329973254074,0.705844847036179,"L.LvsV.KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_OLD"
927,"Up",0.507668766458869,0.705981257198206,"L.LvsV.REACTOME_G_ALPHA_S_SIGNALLING_EVENTS"
14,"Down",0.507683392769048,0.705981257198206,"L.LvsV.REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS"
15,"Up",0.508354017458776,0.706657383306176,"L.LvsV.REACTOME_PURINE_SALVAGE"
526,"Down",0.508534371266469,0.706657383306176,"L.LvsV.SABATES_COLORECTAL_ADENOMA_DN"
41,"Up",0.508553034576827,0.706657383306176,"L.LvsV.VALK_AML_CLUSTER_16"
563,"Down",0.508931902488364,0.70680911783621,"L.LvsV.RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN"
37,"Down",0.509017010714486,0.70680911783621,"L.LvsV.REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS"
142,"Down",0.509045741946788,0.70680911783621,"L.LvsV.MAHAJAN_RESPONSE_TO_IL1A_UP"
17,"Down",0.509308174182692,0.706995956579489,"L.LvsV.MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_8"
1038,"Up",0.509651399743481,0.707294826601834,"L.LvsV.WEI_MYCN_TARGETS_WITH_E_BOX"
79,"Up",0.510412118306309,0.708172798523357,"L.LvsV.HOWLIN_CITED1_TARGETS_1_UP"
39,"Down",0.510778334328658,0.708503113523118,"L.LvsV.CHEOK_RESPONSE_TO_HD_MTX_DN"
448,"Up",0.511031327531417,0.708518885592292,"L.LvsV.IVANOVA_HEMATOPOIESIS_MATURE_CELL"
68,"Down",0.511045996697786,0.708518885592292,"L.LvsV.VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_DN"
110,"Down",0.511424947907458,0.708866517167294,"L.LvsV.OHGUCHI_LIVER_HNF4A_TARGETS_UP"
23,"Down",0.511743100610663,0.709062630931076,"L.LvsV.SA_TRKA_RECEPTOR"
886,"Up",0.511822926396441,0.709062630931076,"L.LvsV.SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_DN"
149,"Down",0.512969692547122,0.710473304131523,"L.LvsV.KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS"
11,"Up",0.513289484926817,0.710738182359221,"L.LvsV.REACTOME_CHYLOMICRON_REMODELING"
54,"Down",0.513533073262348,0.710897436671888,"L.LvsV.PID_ERB_GENOMIC_PATHWAY"
27,"Up",0.5137584648373,0.710958330590962,"L.LvsV.REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER"
81,"Up",0.513834235673989,0.710958330590962,"L.LvsV.RASHI_RESPONSE_TO_IONIZING_RADIATION_1"
40,"Up",0.514591350198958,0.711666268066049,"L.LvsV.CHOW_RASSF1_TARGETS_DN"
173,"Down",0.514603317006342,0.711666268066049,"L.LvsV.KIM_WT1_TARGETS_8HR_DN"
36,"Down",0.514822193892995,0.711762528102872,"L.LvsV.ABDULRAHMAN_KIDNEY_CANCER_VHL_DN"
972,"Up",0.514930387486252,0.711762528102872,"L.LvsV.BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN"
78,"Down",0.515303798137951,0.71210064981373,"L.LvsV.KIM_ALL_DISORDERS_CALB1_CORR_DN"
648,"Up",0.516252596639198,0.713233534937063,"L.LvsV.SANSOM_APC_TARGETS_DN"
36,"Down",0.516449279775657,0.713327021703624,"L.LvsV.HEIDENBLAD_AMPLICON_12P11_12_DN"
14,"Down",0.516643535688387,0.713417110095178,"L.LvsV.WEBER_METHYLATED_LCP_IN_FIBROBLAST_UP"
20,"Down",0.517033321894893,0.713462814489506,"L.LvsV.MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_UP"
91,"Up",0.517058929434141,0.713462814489506,"L.LvsV.ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN"
40,"Up",0.517063754324371,0.713462814489506,"L.LvsV.CHEN_ETV5_TARGETS_SERTOLI"
297,"Down",0.517199994927865,0.713472747494054,"L.LvsV.OKUMURA_INFLAMMATORY_RESPONSE_LPS"
17,"Down",0.518225500165726,0.714672378008993,"L.LvsV.REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES"
157,"Up",0.518328130912654,0.714672378008993,"L.LvsV.MORI_LARGE_PRE_BII_LYMPHOCYTE_UP"
47,"Up",0.519657531172858,0.716326723972757,"L.LvsV.REACTOME_METALLOPROTEASE_DUBS"
8,"Down",0.520008337119539,0.716631629096194,"L.LvsV.REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD"
19,"Down",0.520245048954263,0.716746686843791,"L.LvsV.REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA"
5,"Up",0.520420926077652,0.716746686843791,"L.LvsV.REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR"
16,"Down",0.520568748979407,0.716746686843791,"L.LvsV.REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES"
614,"Up",0.520610362518478,0.716746686843791,"L.LvsV.RUTELLA_RESPONSE_TO_HGF_UP"
165,"Up",0.520754080455326,0.716766071903783,"L.LvsV.HELLER_SILENCED_BY_METHYLATION_DN"
30,"Down",0.521280613350403,0.717282746536771,"L.LvsV.REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER"
1053,"Down",0.521420496419388,0.717282746536771,"L.LvsV.NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN"
173,"Up",0.521518654562818,0.717282746536771,"L.LvsV.REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION"
31,"Down",0.521864089505218,0.717510868092627,"L.LvsV.REACTOME_PLATELET_CALCIUM_HOMEOSTASIS"
248,"Down",0.521944060674362,0.717510868092627,"L.LvsV.ZHU_CMV_ALL_UP"
8,"Down",0.522185764891024,0.717664701487067,"L.LvsV.REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION"
18,"Up",0.522598246117569,0.718053107053687,"L.LvsV.REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX"
314,"Up",0.52298206667694,0.71840194947995,"L.LvsV.SHEPARD_BMYB_MORPHOLINO_DN"
385,"Down",0.523181084497459,0.718496824686152,"L.LvsV.BROWNE_HCMV_INFECTION_48HR_UP"
17,"Up",0.523422983996487,0.718650528561354,"L.LvsV.SANDERSON_PPARA_TARGETS"
10,"Up",0.523846456132685,0.7190533902576,"L.LvsV.REACTOME_DIGESTION_OF_DIETARY_LIPID"
94,"Up",0.524274950901019,0.719462944535054,"L.LvsV.YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_3"
96,"Down",0.52454432609395,0.719653989819715,"L.LvsV.REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER"
67,"Down",0.524784449210842,0.7198048175854,"L.LvsV.VANTVEER_BREAST_CANCER_BRCA1_UP"
31,"Down",0.52549966325278,0.720607053106304,"L.LvsV.GOERING_BLOOD_HDL_CHOLESTEROL_QTL_TRANS"
49,"Up",0.525631501972097,0.720609118374342,"L.LvsV.REACTOME_METABOLISM_OF_PORPHYRINS"
17,"Down",0.52603386765355,0.720885401993288,"L.LvsV.CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_UP"
34,"Down",0.526104549896163,0.720885401993288,"L.LvsV.REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1"
59,"Up",0.526224178412897,0.720885401993288,"L.LvsV.BRACHAT_RESPONSE_TO_METHOTREXATE_UP"
80,"Down",0.527805732808236,0.722872899850566,"L.LvsV.HOQUE_METHYLATED_IN_CANCER"
60,"Up",0.528417162075435,0.7233936059881,"L.LvsV.CROONQUIST_NRAS_SIGNALING_UP"
9,"Up",0.528550950393763,0.7233936059881,"L.LvsV.REACTOME_SERINE_BIOSYNTHESIS"
30,"Down",0.528578435194778,0.7233936059881,"L.LvsV.MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN"
93,"Up",0.529360975756402,0.724178155812752,"L.LvsV.SILIGAN_BOUND_BY_EWS_FLT1_FUSION"
21,"Down",0.529413656320337,0.724178155812752,"L.LvsV.SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP"
122,"Down",0.529581311145578,0.724228312966584,"L.LvsV.ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN"
347,"Up",0.529895505103998,0.724386806462214,"L.LvsV.MITSIADES_RESPONSE_TO_APLIDIN_DN"
114,"Up",0.530092375277547,0.724386806462214,"L.LvsV.HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_UP"
65,"Down",0.530209024316486,0.724386806462214,"L.LvsV.REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION"
533,"Down",0.530319536499703,0.724386806462214,"L.LvsV.HORIUCHI_WTAP_TARGETS_UP"
73,"Up",0.530463409593229,0.724386806462214,"L.LvsV.HOFMANN_CELL_LYMPHOMA_DN"
39,"Down",0.530483302471605,0.724386806462214,"L.LvsV.REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY"
30,"Up",0.531036753474764,0.724963508632586,"L.LvsV.IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM"
7,"Down",0.531895003743527,0.725632583033997,"L.LvsV.REACTOME_ALPHA_OXIDATION_OF_PHYTANATE"
68,"Down",0.531937205940734,0.725632583033997,"L.LvsV.REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES"
12,"Up",0.531988779594883,0.725632583033997,"L.LvsV.BIOCARTA_EEA1_PATHWAY"
30,"Up",0.532167439706459,0.725632583033997,"L.LvsV.BIOCARTA_CTLA4_PATHWAY"
137,"Down",0.532183057370746,0.725632583033997,"L.LvsV.GAJATE_RESPONSE_TO_TRABECTEDIN_UP"
60,"Down",0.533121473231917,0.726732895833153,"L.LvsV.PID_NFAT_TFPATHWAY"
31,"Down",0.533559702102929,0.727109026388092,"L.LvsV.JEON_SMAD6_TARGETS_DN"
10,"Down",0.533853811822505,0.727109026388092,"L.LvsV.BIOCARTA_PPARG_PATHWAY"
145,"Up",0.533873438827802,0.727109026388092,"L.LvsV.YU_MYC_TARGETS_DN"
113,"Up",0.533923430482123,0.727109026388092,"L.LvsV.LEIN_OLIGODENDROCYTE_MARKERS"
26,"Up",0.534150477084513,0.727239100664928,"L.LvsV.NIKOLSKY_BREAST_CANCER_6P24_P22_AMPLICON"
70,"Up",0.535176378344282,0.72838114972307,"L.LvsV.LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP"
45,"Down",0.535372009361116,0.72838114972307,"L.LvsV.REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES"
119,"Up",0.535384516634935,0.72838114972307,"L.LvsV.SHEPARD_BMYB_TARGETS"
74,"Down",0.535657536497136,0.72857331347913,"L.LvsV.REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS"
139,"Down",0.536434399928467,0.729364478445539,"L.LvsV.MIKKELSEN_MCV6_ICP_WITH_H3K27ME3"
12,"Down",0.536503044644241,0.729364478445539,"L.LvsV.MATZUK_MATERNAL_EFFECT"
191,"Down",0.53680322258259,0.729385645630009,"L.LvsV.ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP"
132,"Down",0.536864478655249,0.729385645630009,"L.LvsV.AKL_HTLV1_INFECTION_DN"
82,"Up",0.537126450696544,0.729385645630009,"L.LvsV.REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY"
6,"Up",0.537171934308405,0.729385645630009,"L.LvsV.PASTURAL_RIZ1_TARGETS_DN"
22,"Down",0.537178214687176,0.729385645630009,"L.LvsV.GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_DN"
12,"Down",0.537504263577702,0.729649170960254,"L.LvsV.REACTOME_INTERLEUKIN_9_SIGNALING"
10,"Up",0.537694161122065,0.729657669254968,"L.LvsV.REACTOME_INTERLEUKIN_18_SIGNALING"
42,"Up",0.537774462328449,0.729657669254968,"L.LvsV.GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP"
62,"Down",0.538441556948533,0.730191738263177,"L.LvsV.PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_DN"
916,"Up",0.538499085108047,0.730191738263177,"L.LvsV.SWEET_LUNG_CANCER_KRAS_UP"
41,"Down",0.538635812275313,0.730191738263177,"L.LvsV.REACTOME_PERK_REGULATES_GENE_EXPRESSION"
19,"Down",0.538696346604359,0.730191738263177,"L.LvsV.XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_DN"
23,"Up",0.538892444473174,0.730278511150044,"L.LvsV.MARKS_HDAC_TARGETS_DN"
194,"Up",0.539151858376801,0.730451023025076,"L.LvsV.GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_DN"
113,"Up",0.539368219753661,0.730565136457127,"L.LvsV.PID_CD8_TCR_DOWNSTREAM_PATHWAY"
151,"Up",0.54000775752173,0.731157438436468,"L.LvsV.SMITH_TERT_TARGETS_DN"
47,"Down",0.540069990698957,0.731157438436468,"L.LvsV.MIKKELSEN_MCV6_LCP_WITH_H3K27ME3"
26,"Down",0.540416195436421,0.731292648141988,"L.LvsV.SA_G1_AND_S_PHASES"
16,"Down",0.540527187730709,0.731292648141988,"L.LvsV.CHESLER_BRAIN_D6MIT150_QTL_TRANS"
217,"Up",0.540589877009001,0.731292648141988,"L.LvsV.REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION"
84,"Down",0.540698923061032,0.731292648141988,"L.LvsV.REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES"
65,"Up",0.540919331824095,0.731296601197554,"L.LvsV.SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN"
27,"Up",0.541077463665677,0.731296601197554,"L.LvsV.MELLMAN_TUT1_TARGETS_UP"
96,"Down",0.54109864270197,0.731296601197554,"L.LvsV.HUANG_DASATINIB_RESISTANCE_DN"
100,"Up",0.541494994005149,0.731653426650653,"L.LvsV.REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS"
138,"Down",0.541645574991253,0.731678080656398,"L.LvsV.LEIN_MEDULLA_MARKERS"
796,"Down",0.542999036902492,0.733327228879795,"L.LvsV.MILI_PSEUDOPODIA_HAPTOTAXIS_UP"
81,"Down",0.543741255348276,0.734150281030676,"L.LvsV.SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP"
612,"Down",0.544548023812769,0.735060064370312,"L.LvsV.HELLER_SILENCED_BY_METHYLATION_UP"
300,"Down",0.544831728266078,0.735263516129642,"L.LvsV.REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1"
19,"Down",0.545362216143224,0.735799827490455,"L.LvsV.THUM_MIR21_TARGETS_HEART_DISEASE_DN"
